traj,tr,delay,mc,boot,gap_h_minus_t3,gap_h_minus_t3_ci_lo,gap_h_minus_t3_ci_hi,energy_relief,energy_relief_ci_lo,energy_relief_ci_hi,abs_relief,abs_relief_ci_lo,abs_relief_ci_hi,osc_change_pct,osc_change_pct_ci_lo,osc_change_pct_ci_hi,edot_change_pct,edot_change_pct_ci_lo,edot_change_pct_ci_hi,tail_delta,tail_delta_ci_lo,tail_delta_ci_hi,raw_cos_vel,raw_cos_vel_ci_lo,raw_cos_vel_ci_hi,mechanism_class_mean
square,0.2,0,50,1000,0.14232114453449338,0.1366355045102252,0.14791907823579453,-0.5911896939916831,-0.6175156293750392,-0.562363833628269,-0.2772380059374594,-0.2997509469190771,-0.2540173376537481,-31.23098347684251,-33.723375293443276,-28.71036801491495,14.656241786741925,13.923902006693739,15.334444772688538,-0.04451115343915345,-0.046206746031746036,-0.042549735449735455,-0.998492159752091,-0.9985748419480857,-0.9984050994634557,benefit
square,0.2,8,50,1000,0.18143296478440651,0.16478197697072547,0.19602415633101902,0.9673738250271934,0.9628319855635071,0.9719917331175078,0.8735170872809146,0.8614584768898012,0.8853786610275508,-64.14109179429526,-65.61566520480815,-62.456472728732464,-37.779790992669064,-39.50840308675028,-35.93612533873843,-0.04999110582010583,-0.05,-0.04994179894179894,-0.9974155093485596,-0.9975355625706868,-0.9973037241977946,benefit
square,0.2,18,50,1000,0.15986304215613342,0.15303455268366664,0.16642343041388716,0.9939582697956286,0.9931055917647903,0.9947847733736109,0.9702391498551558,0.9656913469887517,0.9746922624967553,-13.664748966330086,-14.426554145168645,-12.865974397473334,-12.905063422166709,-13.804613884764498,-11.781430599837973,-0.018046550264550265,-0.02178915343915344,-0.01430132275132275,-0.9963628776722531,-0.9968161217139665,-0.9958953775177628,benefit
square,0.2,26,50,1000,0.06662599623257094,0.06045371376530216,0.07280639362928498,0.9959704666261394,0.995623784724665,0.99630193544385,0.9823278046089552,0.9804327376022433,0.9838443970457106,-7.336693303282123,-7.861870876123864,-6.8217403820997395,1.9577834529074072,1.4149225858180263,2.5806637157882144,-0.027551312169312173,-0.029873015873015874,-0.025285052910052914,-0.9918437694208839,-0.9920730941698359,-0.9915969657806265,benefit
square,0.2,34,50,1000,0.11490313780415082,0.10167334735353592,0.12934985563477538,0.9803357188807952,0.977674283267472,0.9828778521454429,0.9455294618557173,0.9401114092145118,0.9504091270086377,-5.9282564238671345,-6.5808238839369295,-5.347664816492447,8.037470274999977,7.532830874201725,8.504382684169558,-0.00422510052910053,-0.012249603174603177,0.003487169312169308,-0.991983114787005,-0.9921934268254635,-0.9917803800036571,benefit
square,0.2,44,50,1000,0.14005198677896663,0.13395740703146844,0.14611110330393567,0.9865103692109707,0.9852711602424986,0.9876483581696235,0.9657710470636488,0.9637492458645996,0.9676673851745137,-7.622611288246131,-7.927083043100106,-7.313216734367839,-1.7868606778508616,-2.3427612885924267,-1.2477047386324644,-0.021280518518518518,-0.02376203703703704,-0.018555423280423287,-0.9945696998118917,-0.9947220113380337,-0.994414310479598,benefit
square,0.2,56,50,1000,0.27821405216337824,0.27251741325959344,0.28390335558606805,0.9838323519928213,0.9826251939499934,0.9849407260472458,0.9612300715027107,0.9593996706693887,0.9630062905533233,-8.569125615833798,-8.777845247898282,-8.35287893542083,-10.402235697704644,-10.840742745472232,-9.986629069497607,-0.030763698412698413,-0.03215886243386244,-0.029257671957671958,-0.994006817133411,-0.9941195747564002,-0.993883466344005,benefit
square,0.2,68,50,1000,0.29968625954550476,0.29346055148109496,0.3054321649383011,0.9717593703146532,0.9700997667275179,0.973293410444945,0.930939421298378,0.9285970484879383,0.9333022441015668,-9.850287172117605,-10.029970739524664,-9.658844927666998,-1.3527362460893801,-1.8966552319304066,-0.8187102847217987,-0.03804773015873016,-0.03832817460317461,-0.037698412698412696,-0.9953127802453737,-0.995442536518388,-0.9951719905311157,benefit
square,0.3,0,50,1000,0.007185140023675049,-0.0004369618537190838,0.0153490841047761,-0.36271750792475616,-0.41628496895768907,-0.3066429956815022,-0.3587622004699878,-0.40457865120309316,-0.309556425155244,35.989763897142765,31.374048571143106,40.80503827522757,15.184185040056795,12.35031658507918,18.022828963243693,0.0388886455026455,0.027844841269841266,0.04940780423280423,-0.9905095219666399,-0.9914421987630535,-0.9894531875984741,benefit
square,0.3,8,50,1000,0.25683025106202184,0.243268628247177,0.2697231160231213,0.9317046202547714,0.9170011585131346,0.9458482216519917,0.7917387910251686,0.7725567165403209,0.8104840068098059,-62.519543895153035,-64.35219531717019,-60.270408664695175,-35.56640388392451,-37.62961974175465,-33.36252916838875,-0.0499972962962963,-0.05,-0.049989417989417986,-0.9951533935627763,-0.9954510575657451,-0.994828229014656,benefit
