run_id,pair_id,seed_id,traj_name,mode,N,tr,ctrl_delay_f,t3_obs_delay,coh,agg,frame,time,vote_frame,update_phase,pre_pos_x,pre_pos_y,pre_vel_x,pre_vel_y,pos_x,pos_y,vel_x,vel_y,cp_x,cp_y,s,T_x,T_y,N_x,N_y,kappa,K_max,r_tube,H_tube,eta,eta_anchor,edot_fd,err,err_sq,delayed_pos_x,delayed_pos_y,delayed_arc,lookahead_x,lookahead_y,iang,honest_votes_count,troll_votes_count,agg_honest_x,agg_honest_y,agg_t3_x,agg_t3_y,agg_honest_norm,agg_t3_norm,cur_dir_honest_x,cur_dir_honest_y,cur_dir_t3_x,cur_dir_t3_y,U0_x,U0_y,UT3_x,UT3_y,DeltaU_x,DeltaU_y,DeltaU_norm,DeltaU_n,r_proj,A_ov_eta,A_ov_delta_eta_lin_h,A_ov_R_curv_bound_h,A_ov_same_side_margin,A_ov_status,r_eff_A_ov_input,r_eff_positive_relief_input,r_eff_status,alpha,rho,tau_frames,h,kernel_pos,kernel_vel,delta_p_h_x,delta_p_h_y,delta_eta_lin_h,R_curv_bound_h,tail_vel_bound_h,tail_pos_bound_h,p0_x,p0_y,pT3_x,pT3_y,vel0_x,vel0_y,velT3_x,velT3_y,state_divergence_norm,same_state_command_delta_norm,state_induced_command_delta_norm,projection_valid,tube_valid,counterfactual_valid,normalization_valid,smooth_scope_valid,tail_bound_status,divergence_bound_status,stochastic_coupling_status,geometry_status
circle:T3pub:seed2372700:tr0.3:d26:coh1.0:aggmean,circle:seed2372700:d26:coh1.0,2372700,circle,T3pub,50,0.3,26,1,1.0,mean,0,0.0,True,post_position_update,10.0,0.0,0.0,0.0,10.003220921643925,0.016352475089156406,0.193255298635429,0.9811485053493844,9.999986638463398,0.016347187938592092,0.01634719521938098,-0.0016347187938592093,0.99999866384634,0.99999866384634,0.0016347187938592093,0.1,0.1,5.0,0.2,0.003234287502030142,0.0,nan,0.0032342875020320706,1.0460615645800852e-05,10.0,0.0,0.0,9.800665778412416,1.9866933079506122,95.72957795130824,35,15,0.07071067811865477,0.9589949493661165,0.07071067811865477,0.3589949493661165,0.9615983116196286,0.3658925712150775,0.07353452815402321,0.9972926717715143,0.19325529863542898,0.9811485053493844,0.3676726407701161,4.986463358857572,0.9662764931771449,4.905742526746922,0.5986038524070288,-0.08072083211065006,0.6040218744823499,0.5986038524070288,-0.0,0.0,0.00979700606767429,9.772666370007131e-06,-0.009806778734044298,inputs_only,nan,-0.0,inputs_only,0.2,0.8,18,18,0.981985601490518,0.004503599627370501,0.00979700606767429,-0.0013211115812165302,0.00979700606767429,9.772666370007131e-06,0.002176218151073874,0.00018135151258948947,nan,nan,10.003220921643925,0.016352475089156406,nan,nan,0.193255298635429,0.9811485053493844,nan,0.6040218744823499,nan,True,True,True,True,True,rigorous_impulse_inputs,unavailable_single_run,paired_rng_state_for_counterfactual,exact_circle
circle:T3pub:seed2372700:tr0.3:d26:coh1.0:aggmean,circle:seed2372700:d26:coh1.0,2372700,circle,T3pub,50,0.3,26,1,1.0,mean,1,0.016666666666666666,False,post_position_update,10.003220921643925,0.016352475089156406,0.193255298635429,0.9811485053493844,10.009018580602987,0.04578693024963794,0.3478595375437722,1.766067309628892,9.999895368307044,0.045745195499953636,0.04574535504719638,-0.004574519549995364,0.9999895368307045,0.9999895368307045,0.004574519549995364,0.1,0.1,5.0,0.2,0.009123307754656196,0.003234287502030142,0.3533412151575632,0.009123307754656834,8.323474438618153e-05,10.0,0.0,0.0,9.800665778412416,1.9866933079506122,95.72957795130824,35,15,0.07071067811865477,0.9589949493661165,0.07071067811865477,0.3589949493661165,0.9615983116196286,0.3658925712150775,0.07353452815402321,0.9972926717715143,0.19325529863542898,0.9811485053493844,0.3676726407701161,4.986463358857572,0.9662764931771449,4.905742526746922,0.5986038524070288,-0.08072083211065006,0.6040218744823499,0.5984710967189933,-0.5984710967189933,0.003234287502030142,0.009794833331438175,9.772666370007131e-06,-0.00657031849577804,inputs_only,nan,0.0,inputs_only,0.2,0.8,18,18,0.981985601490518,0.004503599627370501,0.00979700606767429,-0.0013211115812165302,0.009794833331438175,9.772666370007131e-06,0.002176218151073874,0.00018135151258948947,nan,nan,10.009018580602987,0.04578693024963794,nan,nan,0.3478595375437722,1.766067309628892,nan,0.6040218744823499,nan,True,True,True,True,True,rigorous_impulse_inputs,unavailable_single_run,paired_rng_state_for_counterfactual,exact_circle
circle:T3pub:seed2372700:tr0.3:d26:coh1.0:aggmean,circle:seed2372700:d26:coh1.0,2372700,circle,T3pub,50,0.3,26,1,1.0,mean,2,0.03333333333333333,False,post_position_update,10.009018580602987,0.04578693024963794,0.3478595375437722,1.766067309628892,10.01687762941416,0.08568696946717957,0.4715429286704467,2.394002353052498,9.99963414331054,0.0855394642143521,0.08554050740245825,-0.00855394642143521,0.9999634143310541,0.9999634143310541,0.00855394642143521,0.1,0.1,5.0,0.2,0.017244116991175673,0.009123307754656196,0.48724855419116864,0.01724411699117565,0.0002973595708053527,10.0,0.0,0.0,9.800665778412416,1.9866933079506122,95.72957795130824,35,15,0.07071067811865477,0.9589949493661165,0.07071067811865477,0.3589949493661165,0.9615983116196286,0.3658925712150775,0.07353452815402321,0.9972926717715143,0.19325529863542898,0.9811485053493844,0.3676726407701161,4.986463358857572,0.9662764931771449,4.905742526746922,0.5986038524070288,-0.08072083211065006,0.6040218744823499,0.5982283300889981,-0.5982283300889981,0.009123307754656196,0.009790860109185213,9.772666370007131e-06,-0.0006773250208990245,inputs_only,nan,0.0,inputs_only,0.2,0.8,18,18,0.981985601490518,0.004503599627370501,0.00979700606767429,-0.0013211115812165302,0.009790860109185213,9.772666370007131e-06,0.002176218151073874,0.00018135151258948947,nan,nan,10.01687762941416,0.08568696946717957,nan,nan,0.4715429286704467,2.394002353052498,nan,0.6040218744823499,nan,True,True,True,True,True,rigorous_impulse_inputs,unavailable_single_run,paired_rng_state_for_counterfactual,exact_circle
circle:T3pub:seed2372700:tr0.3:d26:coh1.0:aggmean,circle:seed2372700:d26:coh1.0,2372700,circle,T3pub,50,0.3,26,1,1.0,mean,3,0.05,False,post_position_update,10.01687762941416,0.08568696946717957,0.4715429286704467,2.394002353052498,10.026385790107025,0.13395947593036928,0.5704896415717864,2.8963503877913825,9.999107578709628,0.1335950200856003,0.13359899432880903,-0.013359502008560032,0.9999107578709628,0.9999107578709628,0.013359502008560032,0.1,0.1,5.0,0.2,0.027280645980324536,0.017244116991175673,0.6021917393489318,0.02728064598032518,0.0007442336451038325,10.0,0.0,0.0,9.800665778412416,1.9866933079506122,95.72957795130824,35,15,0.07071067811865477,0.9589949493661165,0.07071067811865477,0.3589949493661165,0.9615983116196286,0.3658925712150775,0.07353452815402321,0.9972926717715143,0.19325529863542898,0.9811485053493844,0.3676726407701161,4.986463358857572,0.9662764931771449,4.905742526746922,0.5986038524070288,-0.08072083211065006,0.6040218744823499,0.5978914704116868,-0.5978914704116868,0.017244116991175673,0.009785346919971172,9.772666370007131e-06,0.007448997404834494,inputs_only,nan,0.0,inputs_only,0.2,0.8,18,18,0.981985601490518,0.004503599627370501,0.00979700606767429,-0.0013211115812165302,0.009785346919971172,9.772666370007131e-06,0.002176218151073874,0.00018135151258948947,nan,nan,10.026385790107025,0.13395947593036928,nan,nan,0.5704896415717864,2.8963503877913825,nan,0.6040218744823499,nan,True,True,True,True,True,rigorous_impulse_inputs,unavailable_single_run,paired_rng_state_for_counterfactual,exact_circle
circle:T3pub:seed2372700:tr0.3:d26:coh1.0:aggmean,circle:seed2372700:d26:coh1.0,2372700,circle,T3pub,50,0.3,26,1,1.0,mean,4,0.06666666666666667,False,post_position_update,10.026385790107025,0.13395947593036928,0.5704896415717864,2.8963503877913825,10.037213240305238,0.18892995619007746,0.6496470118928581,3.2982288155824904,9.99822895349546,0.18819615693497177,0.1882072678602913,-0.018819615693497174,0.9998228953495458,0.9998228953495458,0.018819615693497174,0.1,0.1,5.0,0.2,0.038991192331268465,0.027280645980324536,0.7026327810566357,0.03899119233126734,0.001520313079413881,10.0,0.0,0.0,9.800665778412416,1.9866933079506122,95.72957795130824,35,15,0.07071067811865477,0.9589949493661165,0.07071067811865477,0.3589949493661165,0.9615983116196286,0.3658925712150775,0.07353452815402321,0.9972926717715143,0.19325529863542898,0.9811485053493844,0.3676726407701161,4.986463358857572,0.9662764931771449,4.905742526746922,0.5986038524070288,-0.08072083211065006,0.6040218744823499,0.5974720416060753,-0.5974720416060753,0.027280645980324536,0.009778482369171827,9.772666370007131e-06,0.017492390944782703,inputs_only,nan,0.0,inputs_only,0.2,0.8,18,18,0.981985601490518,0.004503599627370501,0.00979700606767429,-0.0013211115812165302,0.009778482369171827,9.772666370007131e-06,0.002176218151073874,0.00018135151258948947,nan,nan,10.037213240305238,0.18892995619007746,nan,nan,0.6496470118928581,3.2982288155824904,nan,0.6040218744823499,nan,True,True,True,True,True,rigorous_impulse_inputs,unavailable_single_run,paired_rng_state_for_counterfactual,exact_circle
circle:T3pub:seed2372700:tr0.3:d26:coh1.0:aggmean,circle:seed2372700:d26:coh1.0,2372700,circle,T3pub,50,0.3,26,1,1.0,mean,5,0.08333333333333333,False,post_position_update,10.037213240305238,0.18892995619007746,0.6496470118928581,3.2982288155824904,10.049096122107734,0.2492588154870004,0.7129729081497155,3.619731557815377,9.996925201106329,0.24796476258774833,0.2479901804398896,-0.02479647625877483,0.9996925201106327,0.9996925201106327,0.02479647625877483,0.1,0.1,5.0,0.2,0.052186967444383114,0.038991192331268465,0.791746506786879,0.052186967444381394,0.0027234795710409233,10.0,0.0,0.0,9.800665778412416,1.9866933079506122,95.72957795130824,35,15,0.07071067811865477,0.9589949493661165,0.07071067811865477,0.3589949493661165,0.9615983116196286,0.3658925712150775,0.07353452815402321,0.9972926717715143,0.19325529863542898,0.9811485053493844,0.3676726407701161,4.986463358857572,0.9662764931771449,4.905742526746922,0.5986038524070288,-0.08072083211065006,0.6040218744823499,0.596978701842206,-0.596978701842206,0.038991192331268465,0.009770408160092454,9.772666370007131e-06,0.029211011504806005,inputs_only,nan,0.0,inputs_only,0.2,0.8,18,18,0.981985601490518,0.004503599627370501,0.00979700606767429,-0.0013211115812165302,0.009770408160092454,9.772666370007131e-06,0.002176218151073874,0.00018135151258948947,nan,nan,10.049096122107734,0.2492588154870004,nan,nan,0.7129729081497155,3.619731557815377,nan,0.6040218744823499,nan,True,True,True,True,True,rigorous_impulse_inputs,unavailable_single_run,paired_rng_state_for_counterfactual,exact_circle
circle:T3pub:seed2372700:tr0.3:d26:coh1.0:aggmean,circle:seed2372700:d26:coh1.0,2372700,circle,T3pub,50,0.3,26,1,1.0,mean,6,0.1,False,post_position_update,10.049096122107734,0.2492588154870004,0.7129729081497155,3.619731557815377,10.061823349193654,0.31387437801369517,0.7636336251552014,3.876933751601686,9.995138038231243,0.31179415758300616,0.3118446984547172,-0.031179415758300615,0.9995138038231244,0.9995138038231244,0.031179415758300615,0.1,0.1,5.0,0.2,0.06671774887684379,0.052186967444383114,0.8718468859476403,0.06671774887684472,0.004451258015193714,10.0,0.0,0.0,9.800665778412416,1.9866933079506122,95.72957795130824,35,15,0.07071067811865477,0.9589949493661165,0.07071067811865477,0.3589949493661165,0.9615983116196286,0.3658925712150775,0.07353452815402321,0.9972926717715143,0.19325529863542898,0.9811485053493844,0.3676726407701161,4.986463358857572,0.9662764931771449,4.905742526746922,0.5986038524070288,-0.08072083211065006,0.6040218744823499,0.5964182015636956,-0.5964182015636956,0.052186967444383114,0.009761234773373642,9.772666370007131e-06,0.042415960004639465,inputs_only,nan,0.0,inputs_only,0.2,0.8,18,18,0.981985601490518,0.004503599627370501,0.00979700606767429,-0.0013211115812165302,0.009761234773373642,9.772666370007131e-06,0.002176218151073874,0.00018135151258948947,nan,nan,10.061823349193654,0.31387437801369517,nan,nan,0.7636336251552014,3.876933751601686,nan,0.6040218744823499,nan,True,True,True,True,True,rigorous_impulse_inputs,unavailable_single_run,paired_rng_state_for_counterfactual,exact_circle
circle:T3pub:seed2372700:tr0.3:d26:coh1.0:aggmean,circle:seed2372700:d26:coh1.0,2372700,circle,T3pub,50,0.3,26,1,1.0,mean,7,0.11666666666666667,False,post_position_update,10.061823349193654,0.31387437801369517,0.7636336251552014,3.876933751601686,10.075226052506315,0.3819193031242074,0.80416219875959,4.082695506630733,9.992823116494,0.37879567376510404,0.37888631886838453,-0.0378795673765104,0.9992823116494,0.9992823116494,0.0378795673765104,0.1,0.1,5.0,0.2,0.08246211811385074,0.06671774887684379,0.944662154220417,0.08246211811385097,0.006800000923822708,10.0,0.0,0.0,9.800665778412416,1.9866933079506122,95.72957795130824,35,15,0.07071067811865477,0.9589949493661165,0.07071067811865477,0.3589949493661165,0.9615983116196286,0.3658925712150775,0.07353452815402321,0.9972926717715143,0.19325529863542898,0.9811485053493844,0.3676726407701161,4.986463358857572,0.9662764931771449,4.905742526746922,0.5986038524070288,-0.08072083211065006,0.6040218744823499,0.5957959851177915,-0.5957959851177915,0.06671774887684379,0.009751051313525503,9.772666370007131e-06,0.05695692489694828,inputs_only,nan,0.0,inputs_only,0.2,0.8,18,18,0.981985601490518,0.004503599627370501,0.00979700606767429,-0.0013211115812165302,0.009751051313525503,9.772666370007131e-06,0.002176218151073874,0.00018135151258948947,nan,nan,10.075226052506315,0.3819193031242074,nan,nan,0.80416219875959,4.082695506630733,nan,0.6040218744823499,nan,True,True,True,True,True,rigorous_impulse_inputs,unavailable_single_run,paired_rng_state_for_counterfactual,exact_circle
circle:T3pub:seed2372700:tr0.3:d26:coh1.0:aggmean,circle:seed2372700:d26:coh1.0,2372700,circle,T3pub,50,0.3,26,1,1.0,mean,8,0.13333333333333333,False,post_position_update,10.075226052506315,0.3819193031242074,0.80416219875959,4.082695506630733,10.089169136800367,0.4527077183017736,0.836585057643101,4.247304910653971,9.989948293422486,0.4482556131775034,0.44840586472046184,-0.04482556131775034,0.9989948293422487,0.9989948293422487,0.04482556131775034,0.1,0.1,5.0,0.2,0.09932067760871988,0.08246211811385074,1.0115135696921485,0.09932067760872054,0.009864597000655402,10.0,0.0,0.0,9.800665778412416,1.9866933079506122,95.72957795130824,35,15,0.07071067811865477,0.9589949493661165,0.07071067811865477,0.3589949493661165,0.9615983116196286,0.3658925712150775,0.07353452815402321,0.9972926717715143,0.19325529863542898,0.9811485053493844,0.3676726407701161,4.986463358857572,0.9662764931771449,4.905742526746922,0.5986038524070288,-0.08072083211065006,0.6040218744823499,0.5951165711969086,-0.5951165711969086,0.08246211811385074,0.009739931735396183,9.772666370007131e-06,0.07271241371208455,inputs_only,nan,0.0,inputs_only,0.2,0.8,18,18,0.981985601490518,0.004503599627370501,0.00979700606767429,-0.0013211115812165302,0.009739931735396183,9.772666370007131e-06,0.002176218151073874,0.00018135151258948947,nan,nan,10.089169136800367,0.4527077183017736,nan,nan,0.836585057643101,4.247304910653971,nan,0.6040218744823499,nan,True,True,True,True,True,rigorous_impulse_inputs,unavailable_single_run,paired_rng_state_for_counterfactual,exact_circle
circle:T3pub:seed2372700:tr0.3:d26:coh1.0:aggmean,circle:seed2372700:d26:coh1.0,2372700,circle,T3pub,50,0.3,26,1,1.0,mean,9,0.15,False,post_position_update,10.089169136800367,0.4527077183017736,0.836585057643101,4.247304910653971,10.103544525879531,0.5256909255329829,0.8625233447499098,4.378992433872561,9.986491635830113,0.5196006230704387,0.5198347147111054,-0.05196006230704387,0.9986491635830113,0.9986491635830113,0.05196006230704387,0.1,0.1,5.0,0.2,0.11721122323824851,0.09932067760871988,1.0734327377717179,0.11721122323824834,0.013738470853006488,10.0,0.0,0.0,9.800665778412416,1.9866933079506122,95.72957795130824,35,15,0.07071067811865477,0.9589949493661165,0.07071067811865477,0.3589949493661165,0.9615983116196286,0.3658925712150775,0.07353452815402321,0.9972926717715143,0.19325529863542898,0.9811485053493844,0.3676726407701161,4.986463358857572,0.9662764931771449,4.905742526746922,0.5986038524070288,-0.08072083211065006,0.6040218744823499,0.5943837967695766,-0.5943837967695766,0.09932067760871988,0.009727938836449842,9.772666370007131e-06,0.08958296610590002,inputs_only,nan,0.0,inputs_only,0.2,0.8,18,18,0.981985601490518,0.004503599627370501,0.00979700606767429,-0.0013211115812165302,0.009727938836449842,9.772666370007131e-06,0.002176218151073874,0.00018135151258948947,nan,nan,10.103544525879531,0.5256909255329829,nan,nan,0.8625233447499098,4.378992433872561,nan,0.6040218744823499,nan,True,True,True,True,True,rigorous_impulse_inputs,unavailable_single_run,paired_rng_state_for_counterfactual,exact_circle
