frame,time,vote_frame_index,N,m_t_state_induced,m_t_same_state,J_frame_state_induced,J_frame_same_state,aggregate_jump_state_x,aggregate_jump_state_y,aggregate_jump_state_norm,aggregate_jump_same_state_x,aggregate_jump_same_state_y,aggregate_jump_same_state_norm,agg_norm_z0,agg_norm_zT3_cf,agg_norm_zT3_actual,min_abs_margin_z0,min_abs_margin_zT3_cf,min_abs_margin_zT3_actual,mean_abs_margin_z0,mean_abs_margin_zT3_cf,mean_abs_margin_zT3_actual,no_switch_state_induced,no_switch_same_state,coupling_convention
180,3.0,10,50,1,15,1,1,-0.005857864376269049,-0.01414213562373095,0.01530733729460359,0.5121320343559641,-0.21213203435596434,0.554327719506772,0.9942427197734528,1.0,0.5319916840530973,6.880356304385998,9.010952863464297,9.010952863464297,20.357529857294896,16.862551475488562,14.414844288689316,False,False,aligned_deterministic_seeds_not_common_randomness
198,3.3,11,50,2,15,1,1,-0.011715728752538098,-0.0282842712474619,0.03061467458920718,0.5121320343559641,0.21213203435596434,0.554327719506772,0.9886889302480972,1.0,0.5319916840530973,3.1640225300647273,0.722982938594896,0.722982938594896,16.44584629396842,8.799797600822142,6.797604174286937,False,False,aligned_deterministic_seeds_not_common_randomness
216,3.6,12,50,19,15,1,1,0.1112994231491119,-0.26870057685088816,0.2908394085974683,0.47112698372208095,-0.11313708498984763,0.48452103647939365,1.0,0.9284334738122602,0.5658336378110645,13.26952528012174,0.07365824820593048,0.14128053448982314,16.651777313823935,2.297011647818903,2.2111306117132,False,False,aligned_deterministic_seeds_not_common_randomness
234,3.9,13,50,38,15,1,1,0.22259884629822368,-0.5374011537017759,0.5816788171949361,0.44769552621700476,0.36769552621700485,0.5793369349478081,1.0,0.9450674863610807,0.37081774606284285,12.784995193706777,0.07688518275367073,0.18448099498050397,20.508872540913703,2.19633695651048,7.778795279617491,False,False,aligned_deterministic_seeds_not_common_randomness
252,4.2,14,50,49,15,1,1,0.28703535443718314,-0.692964645562816,0.7500595274355754,0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9942427197734528,0.9999999999999992,0.40000000000000013,5.486046114087856,4.609422436074112,4.609422436074112,9.550738186442231,8.342545105378834,7.228619947103052,False,False,aligned_deterministic_seeds_not_common_randomness
270,4.5,15,50,33,15,1,1,-0.18159379566434042,0.43840620433565936,0.4745274561327112,0.5004163056034261,0.24041630560342625,0.5551724767257303,0.9942427197734521,0.9300724728593791,0.39439576959449707,0.9752566203536901,0.07976005721809543,0.07976005721809543,9.016171199003175,2.7748774469996658,8.781849806843933,False,False,aligned_deterministic_seeds_not_common_randomness
288,4.8,16,50,49,15,1,1,-0.2953196256846451,0.6846803743153542,0.7456546762993795,0.6,0.0,0.6,0.9942427197734521,0.9886889302480972,0.3893130813345122,5.646743219992032,3.3513078237643015,3.3513078237643015,15.127948749258477,6.699497623727529,10.81265026575136,False,False,aligned_deterministic_seeds_not_common_randomness
306,5.1,17,50,45,15,1,1,-0.5278679656440357,0.6521320343559641,0.8389998685258665,0.5707106781186547,0.07071067811865475,0.5750744978858433,0.925020119656178,0.9419632102160801,0.37081774606284257,0.05915216071201712,0.16129115945091144,0.16129115945091144,2.6886255522868043,2.6725178958473497,7.7145301107721185,False,False,aligned_deterministic_seeds_not_common_randomness
324,5.4,18,50,49,15,1,1,-0.692964645562816,0.28703535443718314,0.7500595274355754,0.5121320343559641,0.21213203435596434,0.554327719506772,0.9942427197734528,0.9999999999999992,0.5319916840530966,0.7735010014450836,5.386780853082428,4.735723920390484,3.9315049815718854,17.66278716798508,13.678894466645716,False,False,aligned_deterministic_seeds_not_common_randomness
342,5.7,19,50,6,15,1,1,-0.08485281374238571,0.035147186257614295,0.09184402376762155,0.0,0.6,0.6,1.0,0.9685767662847372,0.3745898766594419,3.3519266527967773,0.07735814590685663,0.07735814590685663,6.846370134789752,7.347328164795377,5.4536690665519725,False,False,aligned_deterministic_seeds_not_common_randomness
360,6.0,20,50,22,15,1,1,0.31112698372208103,-0.12887301627791903,0.3367614204812791,0.0,0.6,0.6,0.9250201196561783,1.0,0.4,0.15577009563151023,5.455463090258263,5.455463090258263,1.982703618000806,19.058500624092336,15.69000247006658,False,False,aligned_deterministic_seeds_not_common_randomness
378,6.3,21,50,49,15,1,1,0.692964645562816,-0.28703535443718314,0.7500595274355754,0.0,0.6,0.6,0.9942427197734521,1.0,0.4,5.8442841825977325,7.557484451417281,7.557484451417281,12.807254520459983,18.982008648964253,19.85482668796103,False,False,aligned_deterministic_seeds_not_common_randomness
396,6.6,22,50,50,15,1,1,0.707106781186547,-0.2928932188134522,0.765366864730179,0.0,0.6,0.6,0.9999999999999992,1.0,0.4,3.8655392768693844,11.031578596508837,11.031578596508837,15.412634024361992,14.391188622617824,17.07206636194432,False,False,aligned_deterministic_seeds_not_common_randomness
414,6.8999999999999995,23,50,11,15,1,1,0.15556349186104051,-0.06443650813895956,0.16838071024063955,0.0,0.6,0.6,0.945067486361081,0.9942427197734528,0.3943957695944969,0.029187633786420975,4.272922749050821,4.27519137645794,3.407412364982468,7.718126463468558,12.368260877142927,False,False,aligned_deterministic_seeds_not_common_randomness
432,7.2,24,50,1,15,1,1,-0.01414213562373095,0.005857864376269049,0.01530733729460359,0.0,0.6,0.6,1.0,0.9942427197734528,0.3943957695944969,6.4693352392827705,3.6153584098956912,3.6153584098956912,10.667966830040962,6.676026555360028,10.876898251627313,False,False,aligned_deterministic_seeds_not_common_randomness
450,7.5,25,50,49,15,1,1,-0.692964645562816,-0.28703535443718314,0.7500595274355754,0.0,0.6,0.6,0.9942427197734521,1.0,0.4,3.9385566949268878,4.002864377067482,4.002864377067482,13.883168260087741,12.544677073845762,14.914688282401606,False,False,aligned_deterministic_seeds_not_common_randomness
468,7.8,26,50,49,15,1,1,-0.692964645562816,-0.28703535443718314,0.7500595274355754,0.0,0.6,0.6,0.9999999999999992,0.9942427197734528,0.3943957695944969,6.749536634025105,3.4802780807107183,3.4802780807107183,16.212341354078738,17.44518577069513,19.03083013281356,False,False,aligned_deterministic_seeds_not_common_randomness
486,8.1,27,50,11,15,1,1,-0.15556349186104051,-0.06443650813895956,0.16838071024063955,-0.18384776310850243,0.5238477631085022,0.5551724767257302,0.9999999999999992,0.9484086921276197,0.4433430654785511,0.5062978440030292,0.08751825539525271,0.08751825539525271,9.446779617046102,3.258351417902052,8.667080705840783,False,False,aligned_deterministic_seeds_not_common_randomness
504,8.4,28,50,1,15,1,1,-0.01414213562373095,-0.005857864376269049,0.01530733729460359,-0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9999999999999992,0.9942427197734521,0.3943957695944971,9.44638368379509,4.546469255272541,4.546469255272541,12.251968162320203,19.050950728572307,16.521998950994245,False,False,aligned_deterministic_seeds_not_common_randomness
522,8.7,29,50,2,15,1,1,0.011715728752538098,0.0282842712474619,0.03061467458920718,-0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9999999999999992,0.9886889302480966,0.3893130813345125,7.414219049721112,2.903172505933071,2.903172505933071,14.121460660867108,8.57725796797569,12.393103804709002,False,False,aligned_deterministic_seeds_not_common_randomness
540,9.0,30,50,1,15,1,1,-0.005857864376269049,-0.01414213562373095,0.01530733729460359,-0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9886889302480966,0.9942427197734521,0.3943957695944971,7.864201153294971,5.145601203906551,5.145601203906551,11.926935963473113,8.087455340106995,11.140073112284535,False,False,aligned_deterministic_seeds_not_common_randomness
558,9.3,31,50,21,15,1,1,0.12301515190164998,0.2969848480983501,0.3214540831866755,-0.4535533905932738,0.35355339059327384,0.5750744978858433,0.9942427197734521,0.9250201196561779,0.3847726038485735,0.6987148665284053,0.06212329545337525,0.13048350439783007,4.934256759441527,2.046615633045671,7.749665637684095,False,False,aligned_deterministic_seeds_not_common_randomness
576,9.6,32,50,1,15,1,1,-0.005857864376269049,-0.01414213562373095,0.01530733729460359,-0.6,0.0,0.6,1.0,0.9942427197734528,0.3943957695944969,3.3980037522754856,5.79977813617802,5.79977813617802,9.236972700595018,11.029664774700025,12.193530004992272,False,False,aligned_deterministic_seeds_not_common_randomness
594,9.9,33,50,1,15,1,1,0.005857864376269049,-0.01414213562373095,0.01530733729460359,-0.6,0.0,0.6,0.9942427197734528,1.0,0.4,1.010059524283207,15.840999383207503,15.840999383207503,17.715434898702696,19.359577523473337,19.544815383166263,False,False,aligned_deterministic_seeds_not_common_randomness
612,10.2,34,50,0,15,0,1,0.0,0.0,0.0,-0.6,0.0,0.6,1.0,1.0,0.4,0.34323356522565973,6.295453397615461,6.295453397615461,7.557870940790549,16.946759055936617,18.46551195682139,True,False,aligned_deterministic_seeds_not_common_randomness
630,10.5,35,50,2,15,1,1,0.011715728752538098,-0.0282842712474619,0.03061467458920718,-0.6,0.0,0.6,0.9886889302480972,1.0,0.4,4.037477809839146,9.599398232401,9.599398232401,7.545312468244267,17.410627338840467,18.550133237548007,False,False,aligned_deterministic_seeds_not_common_randomness
648,10.8,36,50,0,15,0,1,0.0,0.0,0.0,-0.6,0.0,0.6,1.0,1.0,0.4,0.07664182021454735,0.41479463415367945,0.41479463415367945,3.5813698127766638,19.9377803702195,20.518698556706013,True,False,aligned_deterministic_seeds_not_common_randomness
666,11.1,37,50,49,15,1,1,0.28703535443718314,-0.692964645562816,0.7500595274355754,-0.6,0.0,0.6,0.9999999999999992,0.9942427197734528,0.3943957695944969,1.5091648734628222,1.0233575421118815,1.0233575421118815,5.74056274361482,11.100585039509909,14.804327280266229,False,False,aligned_deterministic_seeds_not_common_randomness
684,11.4,38,50,0,15,0,1,0.0,0.0,0.0,-0.5121320343559641,-0.21213203435596434,0.554327719506772,0.9999999999999992,0.9999999999999992,0.5319916840530966,1.0906940913142478,1.0400726024520281,1.0400726024520281,18.829928240812364,6.9700172462082515,10.656126223991722,True,False,aligned_deterministic_seeds_not_common_randomness
702,11.7,39,50,0,15,0,1,0.0,0.0,0.0,-0.21213203435596434,-0.5121320343559641,0.554327719506772,0.9942427197734521,0.9942427197734521,0.5210889921348968,3.7289818150873657,5.687168346421856,1.0000993157018456,17.086792157139133,16.52882247581053,11.866986807751532,True,False,aligned_deterministic_seeds_not_common_randomness
720,12.0,40,50,0,15,0,1,0.0,0.0,0.0,-0.4242640687119287,-0.4242640687119287,0.6000000000000002,0.9942427197734521,0.9942427197734521,0.3943957695944971,1.3680775016843825,5.33841069382089,0.1691604992262512,20.16647502249603,8.719390011812662,6.090849548003388,True,False,aligned_deterministic_seeds_not_common_randomness
738,12.3,41,50,1,15,1,1,0.01414213562373095,-0.005857864376269049,0.01530733729460359,-0.4242640687119287,-0.4242640687119287,0.6000000000000002,0.9942427197734521,0.9999999999999992,0.40000000000000013,1.0624960673388557,6.109886208042155,6.109886208042155,20.64087222211331,10.133266735814422,13.29662864387007,False,False,aligned_deterministic_seeds_not_common_randomness
756,12.6,42,50,44,15,1,1,-0.6222539674441614,0.25774603255583795,0.6735228409625575,-0.21213203435596434,-0.5121320343559641,0.554327719506772,0.9999999999999992,0.9685767662847372,0.47027237223575985,10.828715734806508,0.08253239032165993,0.08253239032165993,16.90100720836217,4.028109315942707,9.775470549675923,False,False,aligned_deterministic_seeds_not_common_randomness
774,12.9,43,50,49,15,1,1,-0.692964645562816,0.28703535443718314,0.7500595274355754,0.0,-0.6,0.6,0.9942427197734521,1.0,0.4,1.1098273329002097,2.3600063124707162,2.3600063124707162,5.449873077923173,13.761646386631714,11.479588423581884,False,False,aligned_deterministic_seeds_not_common_randomness
792,13.2,44,50,2,15,1,1,0.0,0.0,0.0,0.0,-0.6,0.6,0.9942427197734528,0.9942427197734528,0.3943957695944969,4.596131087401318,0.050531247512594746,0.050531247512594746,11.359855839614127,16.73563539096249,18.189150256542792,False,False,aligned_deterministic_seeds_not_common_randomness
810,13.5,45,50,7,15,1,1,0.09899494936611668,-0.04100505063388335,0.10715136106222517,-0.042426406871192854,-0.5824264068711927,0.5839696220017683,1.0,0.9640909256443194,0.38079373313744447,9.41000414622576,0.03803066032341462,0.03803066032341462,13.658945719763251,3.4375854503474197,8.922791314016699,False,False,aligned_deterministic_seeds_not_common_randomness
828,13.799999999999999,46,50,48,15,1,1,1.0606601717798205,-0.08786796564403573,1.0642935588391107,-0.15556349186104051,-0.5355634918610404,0.5576990710180452,0.9270443651571063,0.9732827033362801,0.5210889921348968,0.01943350356867768,0.0341509749809461,0.1728124698463489,1.962368073762978,2.700833512554402,6.364515504261106,False,False,aligned_deterministic_seeds_not_common_randomness
846,14.1,47,50,50,15,1,1,0.7212489168102779,0.28703535443718314,0.7762662524526482,-0.21213203435596434,-0.5121320343559641,0.554327719506772,0.9999999999999992,0.9942427197734528,0.5210889921348973,1.5095236065967867,0.5039987761369957,0.1691604992262512,4.985547191461615,3.3245090428457633,2.4633549864140623,False,False,aligned_deterministic_seeds_not_common_randomness
864,14.4,48,50,48,15,1,1,0.6788225099390851,0.28117749006091414,0.7347521901409718,0.0,-0.6,0.6,0.9942427197734521,0.9942427197734528,0.3943957695944969,2.88028289203271,9.368035292386026,0.16916049922627963,6.0533933928598165,17.197204387110375,12.245216683274643,False,False,aligned_deterministic_seeds_not_common_randomness
882,14.7,49,50,46,15,1,1,-0.6505382386916233,-0.269461761308376,0.7041375155517647,0.21213203435596434,-0.5121320343559641,0.554327719506772,0.9942427197734528,0.9833420792978613,0.4999767962810799,0.358968013237984,0.7083646164014112,0.7083646164014112,4.674888222094825,7.661831699987627,11.249279462998693,False,False,aligned_deterministic_seeds_not_common_randomness
900,15.0,50,50,50,15,1,1,-0.6788225099390851,-0.28117749006091414,0.7347521901409718,0.4242640687119287,-0.4242640687119287,0.6000000000000002,0.9942427197734528,0.9942427197734521,0.3943957695944971,0.033773289921128935,8.65678820717497,2.6580319113452333,17.439437570711664,13.862888514335605,10.545503798871662,False,False,aligned_deterministic_seeds_not_common_randomness
918,15.299999999999999,51,50,49,15,1,1,-0.6846803743153542,-0.2953196256846451,0.7456546762993795,0.4242640687119287,-0.4242640687119287,0.6000000000000002,0.9886889302480972,0.9942427197734521,0.3943957695944971,1.0375815231150796,0.06140788756596294,0.06140788756596294,15.20509741882901,17.198860742769607,17.82740280357278,False,False,aligned_deterministic_seeds_not_common_randomness
936,15.6,52,50,4,15,1,1,-0.02828427124746191,-0.011715728752538098,0.030614674589207188,0.4242640687119287,-0.4242640687119287,0.6000000000000002,0.9833420792978613,0.9942427197734521,0.3943957695944971,0.6307028757011324,0.06026563954947051,0.06026563954947051,10.109758350637001,5.104853056570804,10.026763177510327,False,False,aligned_deterministic_seeds_not_common_randomness
954,15.9,53,50,2,15,1,1,0.011715728752538098,0.0282842712474619,0.03061467458920718,0.4242640687119287,-0.4242640687119287,0.6000000000000002,0.9886889302480965,0.9999999999999992,0.40000000000000013,0.004252518724541687,2.4091505570420395,2.4145300029541374,4.202359360796587,5.570841959250154,10.165522135211983,False,False,aligned_deterministic_seeds_not_common_randomness
972,16.2,54,50,50,15,1,1,0.2928932188134522,0.707106781186547,0.765366864730179,0.4242640687119287,-0.4242640687119287,0.6000000000000002,1.0,0.9999999999999992,0.40000000000000013,2.7854114917445543,9.25828607360063,9.25828607360063,16.214465411350588,11.862829724575144,14.85366954336902,False,False,aligned_deterministic_seeds_not_common_randomness
990,16.5,55,50,50,15,1,1,0.28703535443718314,0.7212489168102779,0.7762662524526482,0.4242640687119287,-0.4242640687119287,0.6000000000000002,0.9942427197734528,0.9999999999999992,0.40000000000000013,1.3382151575017645,4.622187404649509,4.622187404649509,17.089798960921375,17.775647731505227,19.403483618192215,False,False,aligned_deterministic_seeds_not_common_randomness
1008,16.8,56,50,12,15,1,1,0.0702943725152286,0.16970562748477147,0.18368804753524315,0.4887005768508881,-0.2687005768508881,0.5576990710180454,1.0,0.945067486361081,0.4519794848050011,8.672195231422052,0.018275200468366393,0.2699786679397391,11.964853477541624,3.233983746851578,9.368763999523757,False,False,aligned_deterministic_seeds_not_common_randomness
1026,17.1,57,50,1,15,1,1,-0.005857864376269049,0.01414213562373095,0.01530733729460359,0.6,0.0,0.6,0.9942427197734528,1.0,0.4,1.9025731374083534,0.2223672510981487,0.2223672510981487,16.539706890030835,17.859524118317125,15.403296255228328,False,False,aligned_deterministic_seeds_not_common_randomness
1044,17.4,58,50,1,15,1,1,-0.005857864376269049,0.01414213562373095,0.01530733729460359,0.6,0.0,0.6,0.9886889302480972,0.9942427197734528,0.3943957695944969,0.6463040654251131,2.197907856302834,2.197907856302834,19.976087205114375,5.935002194613601,11.402432634497957,False,False,aligned_deterministic_seeds_not_common_randomness
1062,17.7,59,50,0,15,0,1,0.0,0.0,0.0,0.6,0.0,0.6,1.0,1.0,0.4,3.714329080687577,3.212372308161065,3.212372308161065,19.58455799131496,5.751440091716997,10.15517745087191,True,False,aligned_deterministic_seeds_not_common_randomness
1080,18.0,60,50,39,15,1,1,0.22845671067449275,-0.5515432893255068,0.5969861544895397,0.5297056274847712,0.16970562748477147,0.5562266190942639,0.9942427197734528,0.9519843328436105,0.4609625416575306,2.5722576838296902,0.009849226972789893,0.009849226972789893,13.425423584235766,2.6796573993841895,8.883466835976938,False,False,aligned_deterministic_seeds_not_common_randomness
1098,18.3,61,50,37,15,1,1,0.21674098192195465,-0.5232590180780449,0.5663714799003325,0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9419632102160802,0.9999999999999992,0.40000000000000013,0.013953968121029448,1.1308033530807222,1.1308033530807222,3.0769906644677043,14.726397137367243,12.288820394277986,False,False,aligned_deterministic_seeds_not_common_randomness
1116,18.6,62,50,2,15,1,1,-0.005857864376269049,0.01414213562373095,0.01530733729460359,0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9942427197734521,0.9882842712474612,0.38828427124746207,1.406366889445792,3.167094945720038,3.167094945720038,15.878771894530628,19.770801866424563,20.369099799945904,False,False,aligned_deterministic_seeds_not_common_randomness
1134,18.9,63,50,2,15,1,1,-0.0282842712474619,0.011715728752538098,0.03061467458920718,0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9886889302480966,0.9999999999999992,0.40000000000000013,6.309705811966722,6.162795057148543,6.162795057148543,10.642685867092526,9.497398000501699,13.63098196116956,False,False,aligned_deterministic_seeds_not_common_randomness
1152,19.2,64,50,35,15,1,1,-0.4866904755831212,0.21330952441687848,0.5313836394078006,0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9340946799829153,0.9942427197734521,0.3943957695944971,0.12399896745233718,4.878090541316027,5.426033828149599,2.6572999200493665,7.427706151659817,12.245136303238555,False,False,aligned_deterministic_seeds_not_common_randomness
1170,19.5,65,50,49,15,1,1,-0.6988225099390851,0.3011774900609141,0.7609604332138136,0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9942427197734528,0.9942427197734521,0.3943957695944971,2.651857515736708,10.539148173194945,10.539148173194945,5.60823708846041,12.692304918106826,14.812032101020886,False,False,aligned_deterministic_seeds_not_common_randomness
1188,19.8,66,50,50,15,1,1,-0.707106781186547,0.2928932188134522,0.765366864730179,0.4242640687119287,0.4242640687119287,0.6000000000000002,1.0,0.9999999999999992,0.40000000000000013,3.640915677523708,9.93933559081188,9.93933559081188,6.760687645834419,18.9984970750308,19.635584154696843,False,False,aligned_deterministic_seeds_not_common_randomness
1206,20.1,67,50,34,15,1,1,0.42426406871192845,-0.17573593128807136,0.4592201188381076,0.25455844122715715,0.49455844122715703,0.556226619094264,0.9833420792978613,0.9319600438841367,0.40610418130827725,0.007669024509738165,0.022870361237607995,0.022870361237607995,3.7320233966463077,2.7469520100140805,8.987976748817923,False,False,aligned_deterministic_seeds_not_common_randomness
1224,20.4,68,50,49,15,1,1,0.692964645562816,-0.28703535443718314,0.7500595274355754,0.0,0.6,0.6,0.9999999999999992,0.9942427197734528,0.3943957695944969,11.264785132414772,0.11320140775825394,0.11320140775825394,16.528099183414,18.862235822334313,19.033015263434294,False,False,aligned_deterministic_seeds_not_common_randomness
1242,20.7,69,50,49,15,1,1,0.707106781186547,-0.28117749006091414,0.7609604332138136,0.0,0.6,0.6,0.9942427197734521,0.9942427197734528,0.3943957695944969,9.387533640981985,2.785721480002053,2.9855447910648536,12.758977896228439,6.712005323318324,10.919774065867557,False,False,aligned_deterministic_seeds_not_common_randomness
1260,21.0,70,50,2,15,1,1,0.042426406871192854,0.005857864376269049,0.042828898830704974,0.0,0.6,0.6,0.9942427197734528,0.9886889302480972,0.3893130813345122,1.4665516359431479,0.11198122238147334,0.11198122238147334,13.655300169780835,3.5309379500293208,8.89281919922306,False,False,aligned_deterministic_seeds_not_common_randomness
1278,21.3,71,50,13,15,1,1,0.15556349186104051,0.06443650813895956,0.16838071024063955,-0.21213203435596434,0.5121320343559641,0.554327719506772,0.9419632102160799,0.9886889302480966,0.5104125318766936,0.09481564796840303,1.6058189463679469,1.6058189463679469,3.7143022934727092,4.955041243213443,9.190408467243142,False,False,aligned_deterministic_seeds_not_common_randomness
1296,21.6,72,50,1,15,1,1,-0.01414213562373095,-0.005857864376269049,0.01530733729460359,-0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9999999999999992,0.9942427197734521,0.3943957695944971,2.2449453176641896,6.019682111371026,1.3878614280155261,19.52388682826905,15.167039446586429,10.63814146591331,False,False,aligned_deterministic_seeds_not_common_randomness
1314,21.9,73,50,0,15,0,1,0.0,0.0,0.0,-0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9999999999999992,0.9999999999999992,0.40000000000000013,11.991394119923257,2.4676859674327147,2.4676859674327147,18.30607409469171,16.94110842488343,17.73484008581654,True,False,aligned_deterministic_seeds_not_common_randomness
1332,22.2,74,50,17,15,1,1,-0.24041630560342625,-0.09958369439657382,0.2602247340082611,-0.33941125496954294,0.45941125496954294,0.5711905997061668,0.9999999999999992,0.9319600438841366,0.36986870247423576,4.362957056104904,0.179585181927564,0.179585181927564,20.224237312986553,3.015201247305065,9.182673576480513,False,False,aligned_deterministic_seeds_not_common_randomness
1350,22.5,75,50,38,15,1,1,-0.5374011537017759,-0.22259884629822368,0.5816788171949361,-0.042426406871192854,0.5824264068711928,0.5839696220017684,0.9999999999999992,0.9450674863610812,0.3698687024742355,1.9760699458479394,0.059361437249549454,0.059361437249549454,16.070787599523086,2.399974088419932,2.645058932781785,False,False,aligned_deterministic_seeds_not_common_randomness
1368,22.8,76,50,1,15,1,1,-0.01414213562373095,-0.005857864376269049,0.01530733729460359,-0.21213203435596434,0.5121320343559641,0.554327719506772,0.9999999999999992,0.9942427197734521,0.5210889921348968,4.494001875179038,0.32404746900436976,0.32404746900436976,12.904621793722445,8.378034270528849,6.3772818494790116,False,False,aligned_deterministic_seeds_not_common_randomness
1386,23.1,77,50,0,15,0,1,0.0,0.0,0.0,-0.4242640687119287,0.4242640687119287,0.6000000000000002,0.9999999999999992,0.9999999999999992,0.40000000000000013,3.127388926052788,1.927488567113869,0.1691604992262512,15.382483753554617,10.269345480669099,7.523661612639384,True,False,aligned_deterministic_seeds_not_common_randomness
1404,23.4,78,50,50,15,1,1,0.28117749006091414,0.6788225099390851,0.7347521901409718,-0.5121320343559641,0.21213203435596434,0.554327719506772,0.9942427197734521,0.9942427197734528,0.5210889921348973,9.478488551555984,0.8251221350037667,0.8251221350037667,19.165110520186207,8.681701762264414,12.476132475752165,False,False,aligned_deterministic_seeds_not_common_randomness
1422,23.7,79,50,46,15,1,1,0.269461761308376,0.6505382386916233,0.7041375155517647,-0.6,0.0,0.6,0.9833420792978612,0.9942427197734528,0.3943957695944969,0.09191916380007115,4.371810721859049,0.16916049922627963,3.8941608956195157,19.113170241692448,12.98340810746211,False,False,aligned_deterministic_seeds_not_common_randomness
1440,24.0,80,50,0,15,0,1,0.0,0.0,0.0,-0.6,0.0,0.6,1.0,1.0,0.4,0.5595394216971101,2.5349756866480675,2.5349756866480675,16.414178910118473,17.535740657893072,18.56247753790048,True,False,aligned_deterministic_seeds_not_common_randomness
