verdict,adjusted_base_cluster_q_x_vote_estimate,adjusted_base_cluster_q_x_vote_ci_low,adjusted_base_cluster_q_x_vote_ci_high,adjusted_base_cluster_vote_x_path_estimate,adjusted_base_cluster_vote_x_path_ci_low,adjusted_base_cluster_vote_x_path_ci_high,minimum_event_class_rows,note
BASE_CONDITION_CLUSTER_REPAIR_SURVIVES,-4.33656813239022,-5.492429253692174,-3.2638380886607847,-0.44335884771476514,-0.8139220880401297,-0.08926858962707715,3,base_condition_id clustered bootstrap; covariate adjusted; not validation
