intercept,q_coarseness,vote_event,path_event,q_x_vote,q_x_path,vote_x_path,traj_lemniscate,traj_square,traj_zigzag,delay_34,tr_0.35
0.16791913029884395,1.8281092491796271,0.021093323049348633,0.3590870974440187,-4.174290425457442,0.458965345706361,-0.6926350552766511,0.09158895978047488,-0.0867703202082869,0.10777103326818316,0.004253983090485414,-0.010773496700492768
0.2605683317928911,1.3922759946154128,-0.08934374151145807,0.3238726146009877,-3.5994915386173174,0.033452760492718586,-0.5520691428254437,0.06345107747889944,-0.12033104323361038,0.10567964890911333,-0.0021581255064757054,-0.004332096299118515
0.24806035521240774,1.7446457519496752,-0.07615622616233086,0.0067982523850576015,-4.237720686672119,0.8382381954116991,-0.2732202662540236,0.08034834364790983,-0.07330763652249145,0.10313730949656907,0.01246640364764029,-0.004369100201946252
0.1457428721800264,2.3877368547375273,0.07708534671644274,-0.03988550530187879,-5.187075963276052,0.9032906502734267,-0.24508415213466472,0.06321915416275481,-0.08693988301780514,0.10127333789592968,0.005200524741423296,-0.016489683076280737
0.2395684104471173,1.6420277082510761,-0.002572444007766017,0.05895680406380452,-4.447483298631304,2.10596084778422,-0.6096003244047778,0.073429151831299,-0.07644101471061493,0.11519752542552036,0.016785776145679998,-0.019146518288826297
0.13341033284038348,1.8651731730502206,0.05332123913090414,0.19510078126219693,-4.212560431650133,1.246995654052909,-0.5494292564503744,0.0646762931783651,-0.06430603270313356,0.10110117381031156,0.02107152652950639,-0.021883299689612556
0.2556625429929854,1.7326399256156355,-0.04958167056442797,-0.2147595151922374,-4.565736824456812,1.915923910760389,-0.2173165432218494,0.08743786592743463,-0.08250027941385052,0.1230979932410805,0.019318851871036546,-0.011998857591450918
0.14284440538447105,1.8905760508200575,0.04405141842767013,0.1568552853202928,-4.316570260965976,0.26681673682452556,-0.3589959510328251,0.04148988879124249,-0.0868243518524156,0.08549147322541151,0.02587086121402038,-0.0016061822360571298
0.19334181500270078,2.0195892938664723,-0.01500417343073046,-0.24999371878527163,-4.487788031957222,1.7680051270809078,-0.10214553553414824,0.0626829011751299,-0.06384049152964327,0.11504891058847405,0.011338420740726218,-0.012912995016147844
0.28709755671384996,1.4712216816255694,-0.12942508758536198,0.0855654445371261,-3.762987083133871,0.5618454907814627,-0.32560512803355157,0.07982405599705392,-0.06069849575875619,0.11315893876023253,0.017247731522563703,-0.0173769530225662
0.27912670189212774,1.2928895072457869,-0.12341676566063531,0.220078218081429,-3.546956520363917,0.48767376329258716,-0.3877230677551268,0.029592230891590077,-0.07006358105072752,0.10890579021758029,0.043125938866419855,-0.018650193982199637
0.11770083007423253,1.9562855985531895,0.06020617772715231,0.571804582010918,-4.219151425111856,-0.11429249766306857,-0.7852003314010629,0.08842159263087207,-0.10327317303994166,0.10462947215503138,0.001910829447468787,-0.007902892431505548
0.12092734369101661,1.6212693573206407,0.06628019552426678,0.2818035247619274,-3.888493970296387,1.1275915822943474,-0.679886573471148,0.07771395473067672,-0.07891712436320347,0.09102754659426363,0.026359847233878853,-0.015434286438830602
0.06336966328598832,2.580434134966811,0.16217305137987403,0.5453274286336646,-5.237388117076183,0.3026182643014315,-0.7006817164483997,0.05216273751189121,-0.08875082410165436,0.09430210520628693,0.01201264685343173,-0.03253420533325446
0.10945882830373739,2.20527088473833,0.08945313030789026,0.717105318544293,-4.8797964486564505,-1.3087780764023034,-0.714828681774109,0.052626473393132034,-0.10024754774180972,0.10690542939917871,0.01665569648119347,-0.00012527597045008942
0.2649372255595467,1.4647525782314381,-0.11484281456695178,0.24598976491207375,-3.649546680631844,0.5673757121874407,-0.5328551202440582,0.08261221530568646,-0.05659384543948723,0.11298209144078075,0.010135091072708768,-0.004889485341672162
0.08913397983992886,2.129876400061171,0.11211838826790599,0.18094925501963843,-4.496430008243612,1.4746100880510045,-0.6600182763744522,0.08122308656561678,-0.09129531812104108,0.11174725195001645,0.003267595055999828,-0.019954475195133714
0.12085366978439341,2.4419815216969525,0.08140204716759714,0.20381630799168915,-5.0068393864083935,0.07518177591256897,-0.3902378944303403,0.07180243450410839,-0.07075709649280948,0.10752334215775611,0.0028997149376519538,-0.026789966441963076
0.15067554561490273,1.8474704667282482,0.02033484524200091,0.31423476725898813,-4.119342546556963,-0.4063841620438053,-0.3597970730796147,0.049107671971342415,-0.08375597995309875,0.08481259118864146,0.014789536494199451,-0.009061058168945313
0.3320404758350761,1.7053184213456483,-0.11350477386221036,-0.15959626563141055,-4.5811260110018965,0.916301112390734,-0.1591781012235876,0.07234802122146439,-0.10257492587214734,0.12510414604704256,0.008617904060696291,-0.017541260489744803
0.09577620817918177,2.2576228274393317,0.08514425716629814,0.07833436234612792,-4.614842497397702,1.7803893829426938,-0.6353332795014631,0.09859750852323013,-0.10654646873136842,0.12491514035190526,0.006901202664778339,-0.010691688480291783
0.060699562344315824,2.0831225328340732,0.137296627158771,0.8727318787509528,-4.4445532648569905,-0.4813261806385086,-0.9901443079985879,0.06085982747823637,-0.09715148348664493,0.08447925670276746,0.004520842379805212,-0.017149645322043106
0.0906597762442249,1.8313345395179392,0.13475686986339708,0.20167552861102617,-4.311305476345565,1.6991953419894998,-0.6448924803485074,0.05705183747916842,-0.08055466248183318,0.09215710590543458,0.027790979703251506,-0.031455779067574574
0.2431309812105703,1.640171596533397,-0.08235400449276131,-0.007083171593056312,-3.950624842744989,0.8378991445832716,-0.27088539952602986,0.05383033728770628,-0.07162297810462032,0.11274312570431827,0.01452656635400329,-0.006646322071528876
0.27762869424394004,1.3109852607877688,-0.1002968267777884,0.031240106089540434,-3.61383996976134,1.2687677252771732,-0.4451099089933978,0.06918425611210718,-0.07981681292570811,0.10217315210295214,0.019718050745854143,-0.008189754269153304
0.11981280444031063,1.8561481502354418,0.05629347021350961,0.30918256238878794,-4.1021868023866865,0.22442802978346937,-0.5986264927689572,0.0978466163583408,-0.08706331530738831,0.11976132709925658,0.005680375276253313,-0.019011061744953484
0.2171361807748644,1.662032756288689,-0.054674539757088136,-0.15035901961130044,-3.981343073760273,0.7955400048005317,-0.18552865668912816,0.08614927488128354,-0.06398741836050131,0.1301234896349951,0.024837048554366636,-0.017334489968243383
0.3618186386014554,1.3526753296784384,-0.15225113032802218,0.11422183123168073,-4.3149357173210445,1.3394047131972429,-0.36558147943753827,0.06992136731090012,-0.0682119289727573,0.12205815224937835,0.03207004791273016,-0.0315041163413875
0.08875792407253896,2.569028171916604,0.1606089807338893,-0.10971055577674091,-5.581565301171844,1.625319713219592,-0.27906855135373265,0.04695408901843301,-0.10518370244054887,0.11044712863214706,0.016811462464670912,-0.02077293566447891
0.27903835254658943,1.5842091532310474,-0.1166329512583234,-0.09675656184657043,-3.7359956157612024,0.7048683684909768,-0.2656637883649578,0.09086201788551085,-0.03827818863332144,0.11559067029123864,0.003501334568161707,-0.03283464049502288
