verdict,directional_pass_count,directional_total,primary_vote_burden_q4_minus_q16,primary_vote_burden_ci_low,primary_vote_burden_ci_high,mean_counterfactual_q4_minus_q16,mean_counterfactual_ci_low,mean_counterfactual_ci_high,positive_counterfactual_tail_q4_minus_q16,positive_counterfactual_tail_ci_low,positive_counterfactual_tail_ci_high,note
STREAM_SEPARATED_CRN_GATE_COMPLETED,4,6,0.22000806789037852,0.13644302054375687,0.309936190197262,-0.0051232565001068054,-0.013042425048027462,0.0025327579764499956,0.31623395304515145,0.256936317663452,0.37491265749638975,stream-separated CRN; not validation; not global RMSE closure
