term,estimate,ci95_low,ci95_high
intercept,0.18752715767946795,0.004196933286142963,0.37661165900972843
q_coarseness,1.7924527150310567,0.8201556877956975,2.734079368539974
vote_event,0.021881316579586585,-0.18363321709725466,0.21340737695949377
path_event,0.22719322942955172,-0.1765757135752231,0.6676016930463369
q_x_vote,-4.25189815020122,-5.479750631163457,-2.9585911910598437
q_x_path,0.8875782397533118,-0.46100270444757313,2.427325161925223
vote_x_path,-0.48944072765046276,-0.8555926231675266,-0.11893812881480763
