base_condition_id,paired_id,q_dirs,traj,tr,delay,rep,rmse_t3,rmse_honest,rmse_gap_t3_minus_honest
sscrn_square_tr0.35_d12_rep6,sscrn_square_tr0.35_d12_rep6_q8,8,square,0.35,12,6,0.39273903339070054,0.6743660770291449,-0.2816270436384443
sscrn_square_tr0.35_d12_rep6,sscrn_square_tr0.35_d12_rep6_q16,16,square,0.35,12,6,0.2449980036233271,0.5137780147059147,-0.26878001108258753
sscrn_square_tr0.35_d12_rep7,sscrn_square_tr0.35_d12_rep7_q4,4,square,0.35,12,7,0.17417646818166121,0.8675596473791943,-0.6933831791975331
sscrn_square_tr0.35_d12_rep7,sscrn_square_tr0.35_d12_rep7_q8,8,square,0.35,12,7,0.38359263157706047,0.6401722198784647,-0.25657958830140426
sscrn_square_tr0.35_d12_rep7,sscrn_square_tr0.35_d12_rep7_q16,16,square,0.35,12,7,0.24197491569418272,0.5034668628163881,-0.26149194712220536
sscrn_square_tr0.35_d34_rep0,sscrn_square_tr0.35_d34_rep0_q4,4,square,0.35,34,0,1.4277969886086668,1.6860820902968514,-0.25828510168818464
sscrn_square_tr0.35_d34_rep0,sscrn_square_tr0.35_d34_rep0_q8,8,square,0.35,34,0,0.9674978338284327,1.4420078718421916,-0.4745100380137589
sscrn_square_tr0.35_d34_rep0,sscrn_square_tr0.35_d34_rep0_q16,16,square,0.35,34,0,0.9964554983604812,1.417451815092734,-0.4209963167322528
sscrn_square_tr0.35_d34_rep1,sscrn_square_tr0.35_d34_rep1_q4,4,square,0.35,34,1,1.2948838731873615,1.6491368109094953,-0.35425293772213373
sscrn_square_tr0.35_d34_rep1,sscrn_square_tr0.35_d34_rep1_q8,8,square,0.35,34,1,1.0954800201733528,1.43949567811872,-0.34401565794536726
sscrn_square_tr0.35_d34_rep1,sscrn_square_tr0.35_d34_rep1_q16,16,square,0.35,34,1,0.9808204431615954,1.4021826573022322,-0.4213622141406368
sscrn_square_tr0.35_d34_rep2,sscrn_square_tr0.35_d34_rep2_q4,4,square,0.35,34,2,1.3532118899192411,1.7689364877929215,-0.4157245978736803
sscrn_square_tr0.35_d34_rep2,sscrn_square_tr0.35_d34_rep2_q8,8,square,0.35,34,2,1.0188304334017182,1.4410079831228104,-0.4221775497210922
sscrn_square_tr0.35_d34_rep2,sscrn_square_tr0.35_d34_rep2_q16,16,square,0.35,34,2,0.9239873217559942,1.4247744285070083,-0.5007871067510141
sscrn_square_tr0.35_d34_rep3,sscrn_square_tr0.35_d34_rep3_q4,4,square,0.35,34,3,1.3313336897612025,1.7215290961558347,-0.39019540639463224
sscrn_square_tr0.35_d34_rep3,sscrn_square_tr0.35_d34_rep3_q8,8,square,0.35,34,3,0.9854180114827179,1.470230105004405,-0.4848120935216872
sscrn_square_tr0.35_d34_rep3,sscrn_square_tr0.35_d34_rep3_q16,16,square,0.35,34,3,0.9835086181954212,1.4295464880192383,-0.4460378698238171
sscrn_square_tr0.35_d34_rep4,sscrn_square_tr0.35_d34_rep4_q4,4,square,0.35,34,4,1.3275483059523754,1.761473974487307,-0.43392566853493153
sscrn_square_tr0.35_d34_rep4,sscrn_square_tr0.35_d34_rep4_q8,8,square,0.35,34,4,1.1491675370753682,1.4654127583255063,-0.3162452212501381
sscrn_square_tr0.35_d34_rep4,sscrn_square_tr0.35_d34_rep4_q16,16,square,0.35,34,4,0.9155254986952936,1.4155673488575824,-0.5000418501622887
sscrn_square_tr0.35_d34_rep5,sscrn_square_tr0.35_d34_rep5_q4,4,square,0.35,34,5,1.3148781610503153,1.699324802821986,-0.38444664177167076
sscrn_square_tr0.35_d34_rep5,sscrn_square_tr0.35_d34_rep5_q8,8,square,0.35,34,5,1.1441157958847485,1.436729531342048,-0.2926137354572995
sscrn_square_tr0.35_d34_rep5,sscrn_square_tr0.35_d34_rep5_q16,16,square,0.35,34,5,0.966475232637643,1.4344421031040608,-0.46796687046641783
sscrn_square_tr0.35_d34_rep6,sscrn_square_tr0.35_d34_rep6_q4,4,square,0.35,34,6,1.4159377887294726,1.6974796361713924,-0.2815418474419198
sscrn_square_tr0.35_d34_rep6,sscrn_square_tr0.35_d34_rep6_q8,8,square,0.35,34,6,1.0747138457934013,1.4918375028419664,-0.417123657048565
sscrn_square_tr0.35_d34_rep6,sscrn_square_tr0.35_d34_rep6_q16,16,square,0.35,34,6,0.9539488678756094,1.4307996047093694,-0.47685073683376
sscrn_square_tr0.35_d34_rep7,sscrn_square_tr0.35_d34_rep7_q4,4,square,0.35,34,7,1.2797930067188779,1.7287087762606035,-0.44891576954172563
sscrn_square_tr0.35_d34_rep7,sscrn_square_tr0.35_d34_rep7_q8,8,square,0.35,34,7,1.020789365277058,1.4364544935889063,-0.4156651283118482
sscrn_square_tr0.35_d34_rep7,sscrn_square_tr0.35_d34_rep7_q16,16,square,0.35,34,7,0.9310398975651681,1.4285200014790869,-0.4974801039139187
sscrn_zigzag_tr0.25_d12_rep0,sscrn_zigzag_tr0.25_d12_rep0_q4,4,zigzag,0.25,12,0,1.1421546745737938,1.407455735454557,-0.2653010608807631
sscrn_zigzag_tr0.25_d12_rep0,sscrn_zigzag_tr0.25_d12_rep0_q8,8,zigzag,0.25,12,0,1.2091477697375046,1.3283258914595752,-0.11917812172207065
sscrn_zigzag_tr0.25_d12_rep0,sscrn_zigzag_tr0.25_d12_rep0_q16,16,zigzag,0.25,12,0,1.2433137360903632,1.395279718667635,-0.15196598257727167
sscrn_zigzag_tr0.25_d12_rep1,sscrn_zigzag_tr0.25_d12_rep1_q4,4,zigzag,0.25,12,1,1.0942558067786237,1.2970030756235893,-0.20274726884496563
sscrn_zigzag_tr0.25_d12_rep1,sscrn_zigzag_tr0.25_d12_rep1_q8,8,zigzag,0.25,12,1,1.1691963774458138,1.3346982062519912,-0.16550182880617736
sscrn_zigzag_tr0.25_d12_rep1,sscrn_zigzag_tr0.25_d12_rep1_q16,16,zigzag,0.25,12,1,1.2170333825435689,1.4132395112446567,-0.1962061287010879
sscrn_zigzag_tr0.25_d12_rep2,sscrn_zigzag_tr0.25_d12_rep2_q4,4,zigzag,0.25,12,2,1.1274567193601386,1.3480869848016819,-0.2206302654415433
sscrn_zigzag_tr0.25_d12_rep2,sscrn_zigzag_tr0.25_d12_rep2_q8,8,zigzag,0.25,12,2,1.240247287718515,1.4065237632679553,-0.16627647554944036
sscrn_zigzag_tr0.25_d12_rep2,sscrn_zigzag_tr0.25_d12_rep2_q16,16,zigzag,0.25,12,2,1.3440283309208227,1.376330741303417,-0.03230241038259418
sscrn_zigzag_tr0.25_d12_rep3,sscrn_zigzag_tr0.25_d12_rep3_q4,4,zigzag,0.25,12,3,1.1780906824773376,1.4191408248566375,-0.2410501423792999
sscrn_zigzag_tr0.25_d12_rep3,sscrn_zigzag_tr0.25_d12_rep3_q8,8,zigzag,0.25,12,3,1.2391451884917666,1.3790130927758013,-0.13986790428403473
sscrn_zigzag_tr0.25_d12_rep3,sscrn_zigzag_tr0.25_d12_rep3_q16,16,zigzag,0.25,12,3,1.227737109230639,1.3932499700254495,-0.16551286079481042
sscrn_zigzag_tr0.25_d12_rep4,sscrn_zigzag_tr0.25_d12_rep4_q4,4,zigzag,0.25,12,4,1.0668521880515813,1.4034324933996454,-0.33658030534806405
sscrn_zigzag_tr0.25_d12_rep4,sscrn_zigzag_tr0.25_d12_rep4_q8,8,zigzag,0.25,12,4,1.2307465891964107,1.3856264394802242,-0.15487985028381357
sscrn_zigzag_tr0.25_d12_rep4,sscrn_zigzag_tr0.25_d12_rep4_q16,16,zigzag,0.25,12,4,1.3621476804576875,1.4121781653676342,-0.05003048490994666
sscrn_zigzag_tr0.25_d12_rep5,sscrn_zigzag_tr0.25_d12_rep5_q4,4,zigzag,0.25,12,5,1.090974369429364,1.215545091452914,-0.1245707220235499
sscrn_zigzag_tr0.25_d12_rep5,sscrn_zigzag_tr0.25_d12_rep5_q8,8,zigzag,0.25,12,5,1.2654479345935588,1.2589544252260334,0.006493509367525352
sscrn_zigzag_tr0.25_d12_rep5,sscrn_zigzag_tr0.25_d12_rep5_q16,16,zigzag,0.25,12,5,1.3065386639782814,1.4200207338438267,-0.11348206986554521
sscrn_zigzag_tr0.25_d12_rep6,sscrn_zigzag_tr0.25_d12_rep6_q4,4,zigzag,0.25,12,6,1.1603296742106324,1.2959227601396253,-0.13559308592899288
sscrn_zigzag_tr0.25_d12_rep6,sscrn_zigzag_tr0.25_d12_rep6_q8,8,zigzag,0.25,12,6,1.2315302834216677,1.3376540859571049,-0.10612380253543718
sscrn_zigzag_tr0.25_d12_rep6,sscrn_zigzag_tr0.25_d12_rep6_q16,16,zigzag,0.25,12,6,1.291042975320725,1.4049781904965917,-0.11393521517586658
sscrn_zigzag_tr0.25_d12_rep7,sscrn_zigzag_tr0.25_d12_rep7_q4,4,zigzag,0.25,12,7,1.317154540796768,1.3650505124732248,-0.04789597167645687
sscrn_zigzag_tr0.25_d12_rep7,sscrn_zigzag_tr0.25_d12_rep7_q8,8,zigzag,0.25,12,7,1.226968063355931,1.3815352117505197,-0.15456714839458874
sscrn_zigzag_tr0.25_d12_rep7,sscrn_zigzag_tr0.25_d12_rep7_q16,16,zigzag,0.25,12,7,1.2966758274301746,1.4098340301308983,-0.11315820270072363
sscrn_zigzag_tr0.25_d34_rep0,sscrn_zigzag_tr0.25_d34_rep0_q4,4,zigzag,0.25,34,0,1.579133596039207,1.8226263288492308,-0.24349273281002382
sscrn_zigzag_tr0.25_d34_rep0,sscrn_zigzag_tr0.25_d34_rep0_q8,8,zigzag,0.25,34,0,1.7916651098197511,1.8999862218148413,-0.1083211119950902
sscrn_zigzag_tr0.25_d34_rep0,sscrn_zigzag_tr0.25_d34_rep0_q16,16,zigzag,0.25,34,0,1.7996341579537471,2.0350223499141373,-0.23538819196039018
sscrn_zigzag_tr0.25_d34_rep1,sscrn_zigzag_tr0.25_d34_rep1_q4,4,zigzag,0.25,34,1,1.679890928881111,1.874384819953973,-0.19449389107286197
sscrn_zigzag_tr0.25_d34_rep1,sscrn_zigzag_tr0.25_d34_rep1_q8,8,zigzag,0.25,34,1,1.739709334119376,1.8969156226018509,-0.15720628848247498
sscrn_zigzag_tr0.25_d34_rep1,sscrn_zigzag_tr0.25_d34_rep1_q16,16,zigzag,0.25,34,1,1.7695692965436087,2.0281487520749786,-0.25857945553136985
sscrn_zigzag_tr0.25_d34_rep2,sscrn_zigzag_tr0.25_d34_rep2_q4,4,zigzag,0.25,34,2,1.7116191358575576,1.8241226419791199,-0.11250350612156224
sscrn_zigzag_tr0.25_d34_rep2,sscrn_zigzag_tr0.25_d34_rep2_q8,8,zigzag,0.25,34,2,1.7811911390842303,1.9380885715720009,-0.15689743248777055
sscrn_zigzag_tr0.25_d34_rep2,sscrn_zigzag_tr0.25_d34_rep2_q16,16,zigzag,0.25,34,2,1.7819928422726983,2.019669960224319,-0.23767711795162083
sscrn_zigzag_tr0.25_d34_rep3,sscrn_zigzag_tr0.25_d34_rep3_q4,4,zigzag,0.25,34,3,1.683430164241168,1.9121850348684448,-0.22875487062727684
sscrn_zigzag_tr0.25_d34_rep3,sscrn_zigzag_tr0.25_d34_rep3_q8,8,zigzag,0.25,34,3,1.6746284608780289,1.9744070779529628,-0.2997786170749339
sscrn_zigzag_tr0.25_d34_rep3,sscrn_zigzag_tr0.25_d34_rep3_q16,16,zigzag,0.25,34,3,1.7904886632856685,2.036846412207718,-0.24635774892204942
sscrn_zigzag_tr0.25_d34_rep4,sscrn_zigzag_tr0.25_d34_rep4_q4,4,zigzag,0.25,34,4,1.7249851579929807,1.731045324383714,-0.006060166390733368
sscrn_zigzag_tr0.25_d34_rep4,sscrn_zigzag_tr0.25_d34_rep4_q8,8,zigzag,0.25,34,4,1.7999986852135827,1.9667241039471084,-0.16672541873352564
sscrn_zigzag_tr0.25_d34_rep4,sscrn_zigzag_tr0.25_d34_rep4_q16,16,zigzag,0.25,34,4,1.792225508325582,2.0184732838613173,-0.22624777553573527
sscrn_zigzag_tr0.25_d34_rep5,sscrn_zigzag_tr0.25_d34_rep5_q4,4,zigzag,0.25,34,5,1.6287957592810614,1.849366401977272,-0.22057064269621063
sscrn_zigzag_tr0.25_d34_rep5,sscrn_zigzag_tr0.25_d34_rep5_q8,8,zigzag,0.25,34,5,1.7761753437338894,1.8915807311578872,-0.11540538742399775
sscrn_zigzag_tr0.25_d34_rep5,sscrn_zigzag_tr0.25_d34_rep5_q16,16,zigzag,0.25,34,5,1.7984286951792068,2.0337518655565416,-0.23532317037733486
sscrn_zigzag_tr0.25_d34_rep6,sscrn_zigzag_tr0.25_d34_rep6_q4,4,zigzag,0.25,34,6,1.639326214639919,1.9308644083430753,-0.29153819370315626
sscrn_zigzag_tr0.25_d34_rep6,sscrn_zigzag_tr0.25_d34_rep6_q8,8,zigzag,0.25,34,6,1.762591375190023,1.9271519688133387,-0.16456059362331565
sscrn_zigzag_tr0.25_d34_rep6,sscrn_zigzag_tr0.25_d34_rep6_q16,16,zigzag,0.25,34,6,1.777517736510284,2.0163297834085308,-0.23881204689824664
sscrn_zigzag_tr0.25_d34_rep7,sscrn_zigzag_tr0.25_d34_rep7_q4,4,zigzag,0.25,34,7,1.639372387471934,1.8738819627675265,-0.23450957529559258
sscrn_zigzag_tr0.25_d34_rep7,sscrn_zigzag_tr0.25_d34_rep7_q8,8,zigzag,0.25,34,7,1.7207138429115223,1.9477824942203392,-0.22706865130881693
sscrn_zigzag_tr0.25_d34_rep7,sscrn_zigzag_tr0.25_d34_rep7_q16,16,zigzag,0.25,34,7,1.8739534963135478,1.947453762355329,-0.07350026604178117
sscrn_zigzag_tr0.35_d12_rep0,sscrn_zigzag_tr0.35_d12_rep0_q4,4,zigzag,0.35,12,0,0.9462242294449855,1.349719636773276,-0.4034954073282905
sscrn_zigzag_tr0.35_d12_rep0,sscrn_zigzag_tr0.35_d12_rep0_q8,8,zigzag,0.35,12,0,1.2235465425395537,1.395310259000039,-0.17176371646048527
sscrn_zigzag_tr0.35_d12_rep0,sscrn_zigzag_tr0.35_d12_rep0_q16,16,zigzag,0.35,12,0,1.3469095624542327,1.4349476094942253,-0.08803804703999263
sscrn_zigzag_tr0.35_d12_rep1,sscrn_zigzag_tr0.35_d12_rep1_q4,4,zigzag,0.35,12,1,0.9238635733938377,1.4410647170053812,-0.5172011436115435
sscrn_zigzag_tr0.35_d12_rep1,sscrn_zigzag_tr0.35_d12_rep1_q8,8,zigzag,0.35,12,1,1.2652307584779208,1.3449559650525,-0.07972520657457927
sscrn_zigzag_tr0.35_d12_rep1,sscrn_zigzag_tr0.35_d12_rep1_q16,16,zigzag,0.35,12,1,1.2407684510674333,1.4537437156387227,-0.21297526457128946
sscrn_zigzag_tr0.35_d12_rep2,sscrn_zigzag_tr0.35_d12_rep2_q4,4,zigzag,0.35,12,2,1.1156728620713756,1.428486914405776,-0.3128140523344003
sscrn_zigzag_tr0.35_d12_rep2,sscrn_zigzag_tr0.35_d12_rep2_q8,8,zigzag,0.35,12,2,1.2302435009423298,1.4046524566924807,-0.17440895575015092
sscrn_zigzag_tr0.35_d12_rep2,sscrn_zigzag_tr0.35_d12_rep2_q16,16,zigzag,0.35,12,2,1.1919661394878205,1.3873484680702708,-0.1953823285824503
sscrn_zigzag_tr0.35_d12_rep3,sscrn_zigzag_tr0.35_d12_rep3_q4,4,zigzag,0.35,12,3,1.0341437010825638,1.4942098905295833,-0.4600661894470195
sscrn_zigzag_tr0.35_d12_rep3,sscrn_zigzag_tr0.35_d12_rep3_q8,8,zigzag,0.35,12,3,1.1156549646848417,1.3184857437300803,-0.2028307790452386
sscrn_zigzag_tr0.35_d12_rep3,sscrn_zigzag_tr0.35_d12_rep3_q16,16,zigzag,0.35,12,3,1.2944962656776287,1.3981864999106712,-0.10369023423304258
sscrn_zigzag_tr0.35_d12_rep4,sscrn_zigzag_tr0.35_d12_rep4_q4,4,zigzag,0.35,12,4,1.129231423902499,1.26046974541223,-0.13123832150973103
sscrn_zigzag_tr0.35_d12_rep4,sscrn_zigzag_tr0.35_d12_rep4_q8,8,zigzag,0.35,12,4,1.2395206618665269,1.2456313958163325,-0.006110733949805658
sscrn_zigzag_tr0.35_d12_rep4,sscrn_zigzag_tr0.35_d12_rep4_q16,16,zigzag,0.35,12,4,1.2911735691607,1.4135827466514086,-0.12240917749070857
sscrn_zigzag_tr0.35_d12_rep5,sscrn_zigzag_tr0.35_d12_rep5_q4,4,zigzag,0.35,12,5,1.0697366264879389,1.3763253486851093,-0.30658872219717037
sscrn_zigzag_tr0.35_d12_rep5,sscrn_zigzag_tr0.35_d12_rep5_q8,8,zigzag,0.35,12,5,1.2173880294725985,1.3498367395310438,-0.13244871005844527
sscrn_zigzag_tr0.35_d12_rep5,sscrn_zigzag_tr0.35_d12_rep5_q16,16,zigzag,0.35,12,5,1.2551981426895678,1.4078669192220779,-0.1526687765325101
sscrn_zigzag_tr0.35_d12_rep6,sscrn_zigzag_tr0.35_d12_rep6_q4,4,zigzag,0.35,12,6,0.9575552955056209,1.2143375843947142,-0.25678228888909327
sscrn_zigzag_tr0.35_d12_rep6,sscrn_zigzag_tr0.35_d12_rep6_q8,8,zigzag,0.35,12,6,1.323721074369997,1.3428374024921643,-0.019116328122167348
sscrn_zigzag_tr0.35_d12_rep6,sscrn_zigzag_tr0.35_d12_rep6_q16,16,zigzag,0.35,12,6,1.3172574447343584,1.3945605996675523,-0.07730315493319395
sscrn_zigzag_tr0.35_d12_rep7,sscrn_zigzag_tr0.35_d12_rep7_q4,4,zigzag,0.35,12,7,0.9848948486662711,1.407888917272744,-0.42299406860647293
sscrn_zigzag_tr0.35_d12_rep7,sscrn_zigzag_tr0.35_d12_rep7_q8,8,zigzag,0.35,12,7,1.1403093388507772,1.4292467269256448,-0.2889373880748676
sscrn_zigzag_tr0.35_d12_rep7,sscrn_zigzag_tr0.35_d12_rep7_q16,16,zigzag,0.35,12,7,1.3546685459282628,1.4186324534819081,-0.06396390755364534
sscrn_zigzag_tr0.35_d34_rep0,sscrn_zigzag_tr0.35_d34_rep0_q4,4,zigzag,0.35,34,0,1.6770913029767636,1.8422942131138575,-0.16520291013709398
sscrn_zigzag_tr0.35_d34_rep0,sscrn_zigzag_tr0.35_d34_rep0_q8,8,zigzag,0.35,34,0,1.3722586109403188,1.8984654317533505,-0.5262068208130317
sscrn_zigzag_tr0.35_d34_rep0,sscrn_zigzag_tr0.35_d34_rep0_q16,16,zigzag,0.35,34,0,1.6560007017781275,2.0128732159298517,-0.35687251415172416
sscrn_zigzag_tr0.35_d34_rep1,sscrn_zigzag_tr0.35_d34_rep1_q4,4,zigzag,0.35,34,1,1.4892089053607147,1.9037149397744129,-0.41450603441369815
sscrn_zigzag_tr0.35_d34_rep1,sscrn_zigzag_tr0.35_d34_rep1_q8,8,zigzag,0.35,34,1,1.5237773622735675,1.9066410047314293,-0.38286364245786175
sscrn_zigzag_tr0.35_d34_rep1,sscrn_zigzag_tr0.35_d34_rep1_q16,16,zigzag,0.35,34,1,1.5933821886578954,1.937335455004475,-0.34395326634657963
sscrn_zigzag_tr0.35_d34_rep2,sscrn_zigzag_tr0.35_d34_rep2_q4,4,zigzag,0.35,34,2,1.5682679839084785,1.9359758710778958,-0.36770788716941727
sscrn_zigzag_tr0.35_d34_rep2,sscrn_zigzag_tr0.35_d34_rep2_q8,8,zigzag,0.35,34,2,1.612650232459437,1.9405292135406462,-0.3278789810812093
sscrn_zigzag_tr0.35_d34_rep2,sscrn_zigzag_tr0.35_d34_rep2_q16,16,zigzag,0.35,34,2,1.672056583049792,1.9397678112379042,-0.2677112281881122
sscrn_zigzag_tr0.35_d34_rep3,sscrn_zigzag_tr0.35_d34_rep3_q4,4,zigzag,0.35,34,3,1.4012357731026133,1.8656496831369982,-0.4644139100343849
sscrn_zigzag_tr0.35_d34_rep3,sscrn_zigzag_tr0.35_d34_rep3_q8,8,zigzag,0.35,34,3,1.5013873390690142,1.8898455827435459,-0.38845824367453163
sscrn_zigzag_tr0.35_d34_rep3,sscrn_zigzag_tr0.35_d34_rep3_q16,16,zigzag,0.35,34,3,1.5934472885484692,1.9801055243334773,-0.38665823578500813
sscrn_zigzag_tr0.35_d34_rep4,sscrn_zigzag_tr0.35_d34_rep4_q4,4,zigzag,0.35,34,4,1.542635936094,1.6858066726997516,-0.14317073660575153
sscrn_zigzag_tr0.35_d34_rep4,sscrn_zigzag_tr0.35_d34_rep4_q8,8,zigzag,0.35,34,4,1.5024904937823689,1.9044125167257675,-0.4019220229433986
sscrn_zigzag_tr0.35_d34_rep4,sscrn_zigzag_tr0.35_d34_rep4_q16,16,zigzag,0.35,34,4,1.597361750517126,2.000515958143025,-0.40315420762589893
sscrn_zigzag_tr0.35_d34_rep5,sscrn_zigzag_tr0.35_d34_rep5_q4,4,zigzag,0.35,34,5,1.5825864203641486,1.9406215881672817,-0.35803516780313305
sscrn_zigzag_tr0.35_d34_rep5,sscrn_zigzag_tr0.35_d34_rep5_q8,8,zigzag,0.35,34,5,1.5916846123981796,1.9124979464341545,-0.3208133340359749
sscrn_zigzag_tr0.35_d34_rep5,sscrn_zigzag_tr0.35_d34_rep5_q16,16,zigzag,0.35,34,5,1.6296590751188924,1.9359927185289945,-0.30633364341010205
sscrn_zigzag_tr0.35_d34_rep6,sscrn_zigzag_tr0.35_d34_rep6_q4,4,zigzag,0.35,34,6,1.5574544587375905,1.9000787146326117,-0.3426242558950212
sscrn_zigzag_tr0.35_d34_rep6,sscrn_zigzag_tr0.35_d34_rep6_q8,8,zigzag,0.35,34,6,1.4958334952827872,1.9429492594763793,-0.4471157641935921
sscrn_zigzag_tr0.35_d34_rep6,sscrn_zigzag_tr0.35_d34_rep6_q16,16,zigzag,0.35,34,6,1.6064044250397107,2.0243805575075875,-0.4179761324678768
sscrn_zigzag_tr0.35_d34_rep7,sscrn_zigzag_tr0.35_d34_rep7_q4,4,zigzag,0.35,34,7,1.5195627349762861,1.8484382857426962,-0.32887555076641006
sscrn_zigzag_tr0.35_d34_rep7,sscrn_zigzag_tr0.35_d34_rep7_q8,8,zigzag,0.35,34,7,1.4422045957045633,1.885029558517966,-0.44282496281340267
sscrn_zigzag_tr0.35_d34_rep7,sscrn_zigzag_tr0.35_d34_rep7_q16,16,zigzag,0.35,34,7,1.6676719447439776,1.9446899475864767,-0.2770180028424991
sscrn_lemniscate_tr0.25_d12_rep0,sscrn_lemniscate_tr0.25_d12_rep0_q4,4,lemniscate,0.25,12,0,0.6426003410076434,0.8248473140157642,-0.18224697300812076
sscrn_lemniscate_tr0.25_d12_rep0,sscrn_lemniscate_tr0.25_d12_rep0_q8,8,lemniscate,0.25,12,0,0.4361932106811116,0.6058555443000924,-0.16966233361898075
sscrn_lemniscate_tr0.25_d12_rep0,sscrn_lemniscate_tr0.25_d12_rep0_q16,16,lemniscate,0.25,12,0,0.36969593967375375,0.5808789239198812,-0.21118298424612741
sscrn_lemniscate_tr0.25_d12_rep1,sscrn_lemniscate_tr0.25_d12_rep1_q4,4,lemniscate,0.25,12,1,0.7303148178921988,0.8235934262329131,-0.09327860834071433
sscrn_lemniscate_tr0.25_d12_rep1,sscrn_lemniscate_tr0.25_d12_rep1_q8,8,lemniscate,0.25,12,1,0.4299756444322403,0.6337172771594215,-0.2037416327271812
sscrn_lemniscate_tr0.25_d12_rep1,sscrn_lemniscate_tr0.25_d12_rep1_q16,16,lemniscate,0.25,12,1,0.3252802763851684,0.6088375733048282,-0.28355729691965986
sscrn_lemniscate_tr0.25_d12_rep2,sscrn_lemniscate_tr0.25_d12_rep2_q4,4,lemniscate,0.25,12,2,1.1488632490327393,0.824506289076652,0.32435695995608727
sscrn_lemniscate_tr0.25_d12_rep2,sscrn_lemniscate_tr0.25_d12_rep2_q8,8,lemniscate,0.25,12,2,1.1274181530196465,0.6066113910853902,0.5208067619342563
sscrn_lemniscate_tr0.25_d12_rep2,sscrn_lemniscate_tr0.25_d12_rep2_q16,16,lemniscate,0.25,12,2,0.3288682666006927,0.6098613844104301,-0.28099311780973746
sscrn_lemniscate_tr0.25_d12_rep3,sscrn_lemniscate_tr0.25_d12_rep3_q4,4,lemniscate,0.25,12,3,0.6481484282841355,0.8247082023680345,-0.176559774083899
sscrn_lemniscate_tr0.25_d12_rep3,sscrn_lemniscate_tr0.25_d12_rep3_q8,8,lemniscate,0.25,12,3,1.0351896361990842,0.6311575788199616,0.4040320573791226
sscrn_lemniscate_tr0.25_d12_rep3,sscrn_lemniscate_tr0.25_d12_rep3_q16,16,lemniscate,0.25,12,3,0.3161194601415374,0.680593143397839,-0.36447368325630164
sscrn_lemniscate_tr0.25_d12_rep4,sscrn_lemniscate_tr0.25_d12_rep4_q4,4,lemniscate,0.25,12,4,0.952425264216525,0.8242119103718373,0.12821335384468768
sscrn_lemniscate_tr0.25_d12_rep4,sscrn_lemniscate_tr0.25_d12_rep4_q8,8,lemniscate,0.25,12,4,0.4614197255405083,0.6230098223061624,-0.1615900967656541
sscrn_lemniscate_tr0.25_d12_rep4,sscrn_lemniscate_tr0.25_d12_rep4_q16,16,lemniscate,0.25,12,4,0.35572635446713735,0.5818840502869636,-0.2261576958198262
sscrn_lemniscate_tr0.25_d12_rep5,sscrn_lemniscate_tr0.25_d12_rep5_q4,4,lemniscate,0.25,12,5,1.0649889290871826,0.8269222719337818,0.2380666571534008
sscrn_lemniscate_tr0.25_d12_rep5,sscrn_lemniscate_tr0.25_d12_rep5_q8,8,lemniscate,0.25,12,5,0.45146572265934637,0.6016790447926618,-0.1502133221333154
sscrn_lemniscate_tr0.25_d12_rep5,sscrn_lemniscate_tr0.25_d12_rep5_q16,16,lemniscate,0.25,12,5,1.0415018670270009,0.6123742175188858,0.4291276495081151
sscrn_lemniscate_tr0.25_d12_rep6,sscrn_lemniscate_tr0.25_d12_rep6_q4,4,lemniscate,0.25,12,6,1.3359064232291924,0.8248401720936588,0.5110662511355336
sscrn_lemniscate_tr0.25_d12_rep6,sscrn_lemniscate_tr0.25_d12_rep6_q8,8,lemniscate,0.25,12,6,1.02382306499015,0.6377317553910968,0.38609130959905325
sscrn_lemniscate_tr0.25_d12_rep6,sscrn_lemniscate_tr0.25_d12_rep6_q16,16,lemniscate,0.25,12,6,0.3522186531819442,0.5853477299486035,-0.23312907676665934
sscrn_lemniscate_tr0.25_d12_rep7,sscrn_lemniscate_tr0.25_d12_rep7_q4,4,lemniscate,0.25,12,7,0.9120439793966206,0.8223106445898217,0.0897333348067989
sscrn_lemniscate_tr0.25_d12_rep7,sscrn_lemniscate_tr0.25_d12_rep7_q8,8,lemniscate,0.25,12,7,0.426850518847209,0.6247959203939601,-0.19794540154675117
sscrn_lemniscate_tr0.25_d12_rep7,sscrn_lemniscate_tr0.25_d12_rep7_q16,16,lemniscate,0.25,12,7,0.76283703645168,0.5966477148712969,0.16618932158038313
sscrn_lemniscate_tr0.25_d34_rep0,sscrn_lemniscate_tr0.25_d34_rep0_q4,4,lemniscate,0.25,34,0,1.5779850269728006,1.669189712250419,-0.09120468527761827
sscrn_lemniscate_tr0.25_d34_rep0,sscrn_lemniscate_tr0.25_d34_rep0_q8,8,lemniscate,0.25,34,0,1.2476472502284597,1.6036240569370799,-0.3559768067086202
sscrn_lemniscate_tr0.25_d34_rep0,sscrn_lemniscate_tr0.25_d34_rep0_q16,16,lemniscate,0.25,34,0,1.2805782459659936,1.599091178157429,-0.3185129321914355
sscrn_lemniscate_tr0.25_d34_rep1,sscrn_lemniscate_tr0.25_d34_rep1_q4,4,lemniscate,0.25,34,1,1.4789553888659548,1.6558117883233703,-0.1768563994574155
sscrn_lemniscate_tr0.25_d34_rep1,sscrn_lemniscate_tr0.25_d34_rep1_q8,8,lemniscate,0.25,34,1,1.4081155034326271,1.6113784497515105,-0.2032629463188833
