q_dirs,traj,tr,delay,rep,paired_id,base_condition_id,vote_bin_switch_rate,vote_switch_chord2_mean,agg_cell_switch_rate,agg_cell_jump_chord2_mean,path_event_rate,endpoint_wrap_rate,branch_event_rate,vote_path_coincident_rate,positive_err2_increment_t3,counterfactual_event_cost_sscrn,positive_counterfactual_event_cost_sscrn,rmse_t3,rmse_honest,rmse_gap_t3_minus_honest
4,square,0.35,12,7,sscrn_square_tr0.35_d12_rep7_q4,sscrn_square_tr0.35_d12_rep7,0.07,0.14,0.07,0.14,0.07,0.0,0.0,0.07,0.013514955599754436,-0.009154897469660847,0.04292186995275033,0.17417646818166121,0.8675596473791943,-0.6933831791975331
4,square,0.35,34,0,sscrn_square_tr0.35_d34_rep0_q4,sscrn_square_tr0.35_d34_rep0,0.1624,0.3256,0.16,0.32,0.03,0.0,0.0,0.01,0.5748450408425824,0.08010050271037979,0.9476898304655376,1.4277969886086668,1.6860820902968514,-0.25828510168818464
4,square,0.35,34,1,sscrn_square_tr0.35_d34_rep1_q4,sscrn_square_tr0.35_d34_rep1,0.1588,0.3176,0.17,0.34,0.11,0.0,0.0,0.07,0.45321947343843366,0.036721328704214205,0.7933936063595939,1.2948838731873615,1.6491368109094953,-0.35425293772213373
4,square,0.35,34,2,sscrn_square_tr0.35_d34_rep2_q4,sscrn_square_tr0.35_d34_rep2,0.1598,0.32,0.16,0.32,0.06,0.0,0.0,0.03,0.4923320169485112,0.013499058114164143,0.9648009951484894,1.3532118899192411,1.7689364877929215,-0.4157245978736803
4,square,0.35,34,3,sscrn_square_tr0.35_d34_rep3_q4,sscrn_square_tr0.35_d34_rep3,0.16620000000000001,0.3332,0.18,0.36,0.06,0.0,0.0,0.03,0.4780640768649469,0.017709060040166043,0.923571788343752,1.3313336897612025,1.7215290961558347,-0.39019540639463224
4,square,0.35,34,4,sscrn_square_tr0.35_d34_rep4_q4,sscrn_square_tr0.35_d34_rep4,0.1736,0.3472,0.16,0.32,0.06,0.0,0.0,0.03,0.47885949561387836,0.0009059199369506576,0.9975100043231522,1.3275483059523754,1.761473974487307,-0.43392566853493153
4,square,0.35,34,5,sscrn_square_tr0.35_d34_rep5_q4,sscrn_square_tr0.35_d34_rep5,0.1604,0.3208,0.18,0.36,0.05,0.0,0.0,0.04,0.5488771394532519,0.010903456051009914,0.8104895032015923,1.3148781610503153,1.699324802821986,-0.38444664177167076
4,square,0.35,34,6,sscrn_square_tr0.35_d34_rep6_q4,sscrn_square_tr0.35_d34_rep6,0.162,0.324,0.17,0.34,0.07,0.0,0.0,0.03,0.5444450965765644,-0.06438297104541497,0.9020643439138099,1.4159377887294726,1.6974796361713924,-0.2815418474419198
4,square,0.35,34,7,sscrn_square_tr0.35_d34_rep7_q4,sscrn_square_tr0.35_d34_rep7,0.154,0.308,0.16,0.32,0.12,0.0,0.0,0.08,0.4679314145156897,0.019014806902038595,0.9991770974027678,1.2797930067188779,1.7287087762606035,-0.44891576954172563
4,zigzag,0.25,12,0,sscrn_zigzag_tr0.25_d12_rep0_q4,sscrn_zigzag_tr0.25_d12_rep0,0.4028,1.0084,0.39,1.02,0.06,0.19,0.0,0.06,0.7399200288141419,-0.03160825335114987,1.1603491826144283,1.1421546745737938,1.407455735454557,-0.2653010608807631
4,zigzag,0.25,12,1,sscrn_zigzag_tr0.25_d12_rep1_q4,sscrn_zigzag_tr0.25_d12_rep1,0.413,1.0196,0.4,1.02,0.09,0.17,0.0,0.09,0.6792056941005725,-0.004701309767751653,1.0661192849146481,1.0942558067786237,1.2970030756235893,-0.20274726884496563
4,zigzag,0.25,12,2,sscrn_zigzag_tr0.25_d12_rep2_q4,sscrn_zigzag_tr0.25_d12_rep2,0.4318,1.0692,0.42,1.08,0.08,0.17,0.0,0.08,0.7030959171232634,-0.028008750571276976,1.287700432070969,1.1274567193601386,1.3480869848016819,-0.2206302654415433
4,zigzag,0.25,12,3,sscrn_zigzag_tr0.25_d12_rep3_q4,sscrn_zigzag_tr0.25_d12_rep3,0.3724,0.9648,0.36,0.98,0.04,0.18,0.0,0.04,0.804369610020118,-0.004380808243643543,0.6562448237523015,1.1780906824773376,1.4191408248566375,-0.2410501423792999
4,zigzag,0.25,12,4,sscrn_zigzag_tr0.25_d12_rep4_q4,sscrn_zigzag_tr0.25_d12_rep4,0.4592,1.094,0.45,1.1,0.08,0.15,0.0,0.08,0.6388799320704176,-0.008957192318451324,0.8156893845307921,1.0668521880515813,1.4034324933996454,-0.33658030534806405
4,zigzag,0.25,12,5,sscrn_zigzag_tr0.25_d12_rep5_q4,sscrn_zigzag_tr0.25_d12_rep5,0.3956,0.9808,0.38,0.98,0.09,0.18,0.0,0.08,0.6877487451119698,0.02706050615404089,0.9575054145969415,1.090974369429364,1.215545091452914,-0.1245707220235499
4,zigzag,0.25,12,6,sscrn_zigzag_tr0.25_d12_rep6_q4,sscrn_zigzag_tr0.25_d12_rep6,0.3882,0.9656,0.38,0.98,0.05,0.18,0.0,0.04,0.7392608916806324,-0.06434928579277086,0.8600853081725902,1.1603296742106324,1.2959227601396253,-0.13559308592899288
4,zigzag,0.25,12,7,sscrn_zigzag_tr0.25_d12_rep7_q4,sscrn_zigzag_tr0.25_d12_rep7,0.4,1.0404,0.38,1.04,0.05,0.18,0.0,0.04,0.8567422116506396,0.01669666484692452,1.1942819910554778,1.317154540796768,1.3650505124732248,-0.04789597167645687
4,zigzag,0.25,34,0,sscrn_zigzag_tr0.25_d34_rep0_q4,sscrn_zigzag_tr0.25_d34_rep0,0.2798,0.628,0.27,0.62,0.21,0.1,0.0,0.15,1.0714655104359572,-0.07171631080243654,1.6309912507887712,1.579133596039207,1.8226263288492308,-0.24349273281002382
4,zigzag,0.25,34,1,sscrn_zigzag_tr0.25_d34_rep1_q4,sscrn_zigzag_tr0.25_d34_rep1,0.2652,0.5832,0.26,0.58,0.24,0.07,0.0,0.18,1.2597327823650395,0.015557754008518245,1.7760461396095568,1.679890928881111,1.874384819953973,-0.19449389107286197
4,zigzag,0.25,34,2,sscrn_zigzag_tr0.25_d34_rep2_q4,sscrn_zigzag_tr0.25_d34_rep2,0.2802,0.5948,0.3,0.64,0.24,0.05,0.0,0.18,1.2332850868126677,-0.00475021569322183,1.1634253474523737,1.7116191358575576,1.8241226419791199,-0.11250350612156224
4,zigzag,0.25,34,3,sscrn_zigzag_tr0.25_d34_rep3_q4,sscrn_zigzag_tr0.25_d34_rep3,0.2716,0.5964,0.28,0.62,0.26,0.07,0.0,0.18,1.2694909512728043,0.022075490689614126,1.6194806245512152,1.683430164241168,1.9121850348684448,-0.22875487062727684
4,zigzag,0.25,34,4,sscrn_zigzag_tr0.25_d34_rep4_q4,sscrn_zigzag_tr0.25_d34_rep4,0.2666,0.5676,0.28,0.6,0.25,0.05,0.0,0.22,1.2306096820824242,-0.0311176609774734,1.8830949413108047,1.7249851579929807,1.731045324383714,-0.006060166390733368
4,zigzag,0.25,34,5,sscrn_zigzag_tr0.25_d34_rep5_q4,sscrn_zigzag_tr0.25_d34_rep5,0.2668,0.5871999999999999,0.26,0.58,0.26,0.09,0.0,0.2,1.1841000524681164,-0.005006053844104597,1.6427010162574938,1.6287957592810614,1.849366401977272,-0.22057064269621063
4,zigzag,0.25,34,6,sscrn_zigzag_tr0.25_d34_rep6_q4,sscrn_zigzag_tr0.25_d34_rep6,0.2706,0.5760000000000001,0.28,0.6,0.27,0.05,0.0,0.19,1.1350827896812699,-0.04362496846626686,1.216616756564053,1.639326214639919,1.9308644083430753,-0.29153819370315626
4,zigzag,0.25,34,7,sscrn_zigzag_tr0.25_d34_rep7_q4,sscrn_zigzag_tr0.25_d34_rep7,0.2748,0.6004,0.28,0.62,0.24,0.1,0.0,0.16,1.1675562353179043,0.004565341860890175,1.1533188401603656,1.639372387471934,1.8738819627675265,-0.23450957529559258
4,zigzag,0.35,12,0,sscrn_zigzag_tr0.35_d12_rep0_q4,sscrn_zigzag_tr0.35_d12_rep0,0.4534,1.0072,0.45,1.02,0.11,0.09,0.0,0.11,0.6227717053033267,-0.009581536429557601,0.9616493037445688,0.9462242294449855,1.349719636773276,-0.4034954073282905
4,zigzag,0.35,12,1,sscrn_zigzag_tr0.35_d12_rep1_q4,sscrn_zigzag_tr0.35_d12_rep1,0.44920000000000004,1.02,0.44,1.02,0.08,0.1,0.0,0.08,0.6071070438342254,-0.030379034205130766,1.0230467146923812,0.9238635733938377,1.4410647170053812,-0.5172011436115435
4,zigzag,0.35,12,2,sscrn_zigzag_tr0.35_d12_rep2_q4,sscrn_zigzag_tr0.35_d12_rep2,0.47240000000000004,1.0148000000000001,0.47,1.02,0.11,0.09,0.0,0.11,0.6490523067264081,0.03512137632657073,1.1057880409897871,1.1156728620713756,1.428486914405776,-0.3128140523344003
4,zigzag,0.35,12,3,sscrn_zigzag_tr0.35_d12_rep3_q4,sscrn_zigzag_tr0.35_d12_rep3,0.4036,1.0184,0.39,1.02,0.05,0.16,0.0,0.03,0.6559270817222742,0.019334567078794242,1.1298716301020542,1.0341437010825638,1.4942098905295833,-0.4600661894470195
4,zigzag,0.35,12,4,sscrn_zigzag_tr0.35_d12_rep4_q4,sscrn_zigzag_tr0.35_d12_rep4,0.4178,0.9767999999999999,0.41,0.98,0.05,0.14,0.0,0.05,0.7454499106923087,0.027856877070121855,0.9683254087619712,1.129231423902499,1.26046974541223,-0.13123832150973103
4,zigzag,0.35,12,5,sscrn_zigzag_tr0.35_d12_rep5_q4,sscrn_zigzag_tr0.35_d12_rep5,0.4646,1.0904,0.46,1.1,0.12,0.11,0.0,0.11,0.68110992786528,0.015738607864161574,1.1243192686283174,1.0697366264879389,1.3763253486851093,-0.30658872219717037
4,zigzag,0.35,12,6,sscrn_zigzag_tr0.35_d12_rep6_q4,sscrn_zigzag_tr0.35_d12_rep6,0.44520000000000004,1.0428,0.44,1.06,0.06,0.13,0.0,0.06,0.6364334540622828,0.0934973437670855,0.9146336641055722,0.9575552955056209,1.2143375843947142,-0.25678228888909327
4,zigzag,0.35,12,7,sscrn_zigzag_tr0.35_d12_rep7_q4,sscrn_zigzag_tr0.35_d12_rep7,0.4858,1.1216,0.48,1.14,0.1,0.1,0.0,0.1,0.6282578737623155,0.05196433008404144,1.0892761026568543,0.9848948486662711,1.407888917272744,-0.42299406860647293
4,zigzag,0.35,34,0,sscrn_zigzag_tr0.35_d34_rep0_q4,sscrn_zigzag_tr0.35_d34_rep0,0.3066,0.6487999999999999,0.32,0.68,0.23,0.04,0.0,0.16,1.2846291988988938,0.019674282246377257,1.8394692479604118,1.6770913029767636,1.8422942131138575,-0.16520291013709398
4,zigzag,0.35,34,1,sscrn_zigzag_tr0.35_d34_rep1_q4,sscrn_zigzag_tr0.35_d34_rep1,0.2756,0.604,0.28,0.62,0.2,0.09,0.0,0.16,1.0772531384233508,-0.03920665814417526,1.730438190079668,1.4892089053607147,1.9037149397744129,-0.41450603441369815
4,zigzag,0.35,34,2,sscrn_zigzag_tr0.35_d34_rep2_q4,sscrn_zigzag_tr0.35_d34_rep2,0.2954,0.6444,0.3,0.66,0.18,0.09,0.0,0.18,1.0828623846601826,0.0031802719915924463,1.3656877246836536,1.5682679839084785,1.9359758710778958,-0.36770788716941727
4,zigzag,0.35,34,3,sscrn_zigzag_tr0.35_d34_rep3_q4,sscrn_zigzag_tr0.35_d34_rep3,0.3586,0.7536,0.37,0.78,0.19,0.05,0.0,0.12,1.0079843750465625,0.03699760052267427,1.6641682616044826,1.4012357731026133,1.8656496831369982,-0.4644139100343849
4,zigzag,0.35,34,4,sscrn_zigzag_tr0.35_d34_rep4_q4,sscrn_zigzag_tr0.35_d34_rep4,0.2752,0.5676000000000001,0.3,0.62,0.16,0.05,0.0,0.13,1.1190419049716671,0.013092394999474847,1.7491899064210903,1.542635936094,1.6858066726997516,-0.14317073660575153
4,zigzag,0.35,34,5,sscrn_zigzag_tr0.35_d34_rep5_q4,sscrn_zigzag_tr0.35_d34_rep5,0.2732,0.5636,0.29,0.6,0.19,0.05,0.0,0.16,1.151395300132004,-0.03794998397614799,1.3272999026258117,1.5825864203641486,1.9406215881672817,-0.35803516780313305
4,zigzag,0.35,34,6,sscrn_zigzag_tr0.35_d34_rep6_q4,sscrn_zigzag_tr0.35_d34_rep6,0.3104,0.638,0.33,0.68,0.18,0.05,0.0,0.14,1.120897803962252,0.040822315308221696,1.5808047115768433,1.5574544587375905,1.9000787146326117,-0.3426242558950212
4,zigzag,0.35,34,7,sscrn_zigzag_tr0.35_d34_rep7_q4,sscrn_zigzag_tr0.35_d34_rep7,0.306,0.63,0.33,0.68,0.15,0.05,0.0,0.12,1.103523196977736,-0.032180142389549256,1.168604640498001,1.5195627349762861,1.8484382857426962,-0.32887555076641006
8,circle,0.25,12,0,sscrn_circle_tr0.25_d12_rep0_q8,sscrn_circle_tr0.25_d12_rep0,0.1926,0.11423668144931501,0.18,0.10544155877284292,0.0,0.0,0.0,0.0,0.08904000285994824,-0.0001618696109409325,0.10465332340183327,0.3390891928782258,0.3583637353107743,-0.019274542432548503
8,circle,0.25,12,1,sscrn_circle_tr0.25_d12_rep1_q8,sscrn_circle_tr0.25_d12_rep1,0.193,0.11475383873684039,0.18,0.10544155877284292,0.0,0.0,0.0,0.0,0.08617039957388647,-0.0002130411142476151,0.10402312172172191,0.3327376793781432,0.35652080756333643,-0.023783128185193236
8,circle,0.25,12,2,sscrn_circle_tr0.25_d12_rep2_q8,sscrn_circle_tr0.25_d12_rep2,0.1942,0.11545678246199267,0.18,0.10544155877284292,0.0,0.0,0.0,0.0,0.08762139549181686,-0.00017156213333571874,0.11970458238720927,0.3332411452032929,0.33745929572533023,-0.004218150522037334
8,circle,0.25,12,3,sscrn_circle_tr0.25_d12_rep3_q8,sscrn_circle_tr0.25_d12_rep3,0.19140000000000001,0.11325089501168811,0.18,0.10544155877284292,0.0,0.0,0.0,0.0,0.07270261062538119,0.0009166530588059716,0.07402337873139733,0.3197545922799258,0.35713924177919487,-0.03738464949926906
8,circle,0.25,12,4,sscrn_circle_tr0.25_d12_rep4_q8,sscrn_circle_tr0.25_d12_rep4,0.1916,0.11308520958673887,0.18,0.10544155877284292,0.0,0.0,0.0,0.0,0.07663734128255736,-0.000450995722067231,0.04618691559563049,0.31443475253033687,0.3583829807814161,-0.04394822825107925
8,circle,0.25,12,5,sscrn_circle_tr0.25_d12_rep5_q8,sscrn_circle_tr0.25_d12_rep5,0.2026,0.12037738853805868,0.18,0.10544155877284292,0.0,0.0,0.0,0.0,0.08805170765163861,-0.00039999865188909635,0.10841822746357224,0.33363163210307545,0.35217920394977464,-0.018547571846699196
8,circle,0.25,12,6,sscrn_circle_tr0.25_d12_rep6_q8,sscrn_circle_tr0.25_d12_rep6,0.1918,0.11348520958673887,0.18,0.10544155877284292,0.0,0.0,0.0,0.0,0.07749608100694148,0.0013764553039630955,0.063628798736707,0.3176234140405117,0.37123885124778827,-0.05361543720727657
8,circle,0.25,12,7,sscrn_circle_tr0.25_d12_rep7_q8,sscrn_circle_tr0.25_d12_rep7,0.2014,0.11882591667548255,0.2,0.11715728752538102,0.0,0.0,0.0,0.0,0.08433558774922068,-5.78294130512747e-06,0.10486098535666141,0.32098469721580475,0.35665115440908624,-0.03566645719328149
8,circle,0.25,34,0,sscrn_circle_tr0.25_d34_rep0_q8,sscrn_circle_tr0.25_d34_rep0,0.2896,0.1707751231866502,0.26,0.15230447378299533,0.0,0.0,0.0,0.0,0.32410298077067234,-0.027404038499655132,0.5364742463375881,0.8917332640326139,1.1939525200702545,-0.30221925603764066
8,circle,0.25,34,1,sscrn_circle_tr0.25_d34_rep1_q8,sscrn_circle_tr0.25_d34_rep1,0.29059999999999997,0.17107806691180247,0.29,0.16987806691180246,0.0,0.0,0.0,0.0,0.44528829988900404,0.008407840832331223,0.6369546688498848,1.0395336280372012,1.219231408865871,-0.17969778082866972
8,circle,0.25,34,2,sscrn_circle_tr0.25_d34_rep2_q8,sscrn_circle_tr0.25_d34_rep2,0.2984,0.1767785719751908,0.3,0.17573593128807155,0.0,0.0,0.0,0.0,0.4789383873973757,-0.03705521473444536,0.8162995870410018,1.0816261649455077,1.3728948231856437,-0.29126865824013604
8,circle,0.25,34,3,sscrn_circle_tr0.25_d34_rep3_q8,sscrn_circle_tr0.25_d34_rep3,0.2676,0.1584535069838075,0.26,0.15230447378299533,0.0,0.0,0.0,0.0,0.37875922088503117,-0.05215509941801321,0.7172044091887254,0.9676658975456248,1.2905333639699996,-0.3228674664243748
8,circle,0.25,34,4,sscrn_circle_tr0.25_d34_rep4_q8,sscrn_circle_tr0.25_d34_rep4,0.30219999999999997,0.17872171772569842,0.32,0.18745166004060962,0.0,0.0,0.0,0.0,0.3396841893223478,0.004277507116643855,0.6835855680219084,0.9124889999346041,1.2469950573979747,-0.3345060574633706
8,circle,0.25,34,5,sscrn_circle_tr0.25_d34_rep5_q8,sscrn_circle_tr0.25_d34_rep5,0.3268,0.19256637866637105,0.35,0.20502525316941678,0.0,0.0,0.0,0.0,0.3883511280100472,0.011116310936800003,0.7547168550746555,0.9755070153470964,1.2897614361234455,-0.31425442077634913
8,circle,0.25,34,6,sscrn_circle_tr0.25_d34_rep6_q8,sscrn_circle_tr0.25_d34_rep6,0.3114,0.18269673938949285,0.33,0.19330952441687865,0.0,0.0,0.0,0.0,0.3633478046891715,-0.03774506703960943,0.6957602358890329,0.9391839857558549,1.2298239458932383,-0.29063996013738336
8,circle,0.25,34,7,sscrn_circle_tr0.25_d34_rep7_q8,sscrn_circle_tr0.25_d34_rep7,0.2612,0.1541387883580461,0.28,0.16402020253553343,0.0,0.0,0.0,0.0,0.3568216480896427,-0.0070652658210753165,0.6558868309972569,0.9239851682106609,1.2289760541178927,-0.3049908859072318
8,circle,0.35,12,0,sscrn_circle_tr0.35_d12_rep0_q8,sscrn_circle_tr0.35_d12_rep0,0.33340000000000003,0.4920032036906855,0.59,1.1658578643762691,0.0,0.0,0.0,0.0,0.08391483469057058,0.0011819494853239371,0.1209140124717459,0.3264156178028798,0.3538784701828461,-0.027462852379966318
8,circle,0.35,12,1,sscrn_circle_tr0.35_d12_rep1_q8,sscrn_circle_tr0.35_d12_rep1,0.3328,0.4806208660415992,0.59,1.1517157287525381,0.0,0.0,0.0,0.0,0.08595148593178467,0.002076121354731443,0.13490787193804055,0.3230471478459483,0.3578388047933786,-0.034791656947430305
8,circle,0.35,12,2,sscrn_circle_tr0.35_d12_rep2_q8,sscrn_circle_tr0.35_d12_rep2,0.369,0.4970180089716246,0.59,1.1092893218813453,0.0,0.0,0.0,0.0,0.09266941550010478,0.0016011992774298976,0.13284047625537096,0.36056625753368615,0.35160979027730505,0.008956467256381107
8,circle,0.35,12,3,sscrn_circle_tr0.35_d12_rep3_q8,sscrn_circle_tr0.35_d12_rep3,0.3484,0.46006064965874394,0.58,1.0468629150101525,0.0,0.0,0.0,0.0,0.08739779610690239,-0.00020820641574602772,0.12866300800727992,0.3396988757173689,0.35811236639474386,-0.018413490677374966
8,circle,0.35,12,4,sscrn_circle_tr0.35_d12_rep4_q8,sscrn_circle_tr0.35_d12_rep4,0.3272,0.47762330470336317,0.57,1.14,0.0,0.0,0.0,0.0,0.09121388134349452,0.005673384465915447,0.14074885137516213,0.34061699872867673,0.35459471820223776,-0.013977719473561023
8,circle,0.35,12,5,sscrn_circle_tr0.35_d12_rep5_q8,sscrn_circle_tr0.35_d12_rep5,0.3318,0.42884054864606624,0.51,0.9634314575050762,0.0,0.0,0.0,0.0,0.08841226373756761,-0.00039329591168074717,0.1230877497911107,0.36107286287712037,0.3611667521180625,-9.388924094211326e-05
8,circle,0.35,12,6,sscrn_circle_tr0.35_d12_rep6_q8,sscrn_circle_tr0.35_d12_rep6,0.379,0.47204601768816024,0.57,1.0268629150101525,0.0,0.0,0.0,0.0,0.0799706261094752,0.00044509728539626785,0.1213013262873378,0.3380785351198082,0.34904040506515494,-0.010961869945346758
8,circle,0.35,12,7,sscrn_circle_tr0.35_d12_rep7_q8,sscrn_circle_tr0.35_d12_rep7,0.3268,0.4773889901283124,0.58,1.1317157287525381,0.0,0.0,0.0,0.0,0.0873985346843285,0.0036013732244877922,0.13593416852896367,0.333024034220224,0.3542177855050781,-0.021193751284854123
8,circle,0.35,34,0,sscrn_circle_tr0.35_d34_rep0_q8,sscrn_circle_tr0.35_d34_rep0,0.4966,0.8619609814117769,0.92,2.13698484809835,0.0,0.0,0.0,0.0,0.25446526445823947,0.002762523891970017,0.6324271694885195,0.5995306806022821,1.2733152714766462,-0.6737845908743642
8,circle,0.35,34,1,sscrn_circle_tr0.35_d34_rep1_q8,sscrn_circle_tr0.35_d34_rep1,0.5188,0.8859963061136042,0.92,2.165269119345812,0.0,0.0,0.0,0.0,0.24699270524399386,-0.0010243942709520226,0.5971966566801115,0.5947367597802548,1.263031389879289,-0.6682946300990343
8,circle,0.35,34,2,sscrn_circle_tr0.35_d34_rep2_q8,sscrn_circle_tr0.35_d34_rep2,0.5672,0.9545120348661423,0.93,2.2842640687119284,0.0,0.0,0.0,0.0,0.22713398362621762,-0.023416500421157723,0.6598442377555661,0.5711526652676017,1.3174038241287926,-0.746251158861191
8,circle,0.35,34,3,sscrn_circle_tr0.35_d34_rep3_q8,sscrn_circle_tr0.35_d34_rep3,0.4996,0.8634354980121829,0.92,2.13698484809835,0.0,0.0,0.0,0.0,0.2569653357970874,-0.03891782503217004,0.5968739343122705,0.6026298024232035,1.3013423549085923,-0.6987125524853888
8,circle,0.35,34,4,sscrn_circle_tr0.35_d34_rep4_q8,sscrn_circle_tr0.35_d34_rep4,0.4904,0.8385301156252667,0.92,2.094558441227157,0.0,0.0,0.0,0.0,0.25522300567377915,0.007562493886910394,0.6062327305291465,0.5963943585580865,1.2517018735713583,-0.6553075150132718
8,circle,0.35,34,5,sscrn_circle_tr0.35_d34_rep5_q8,sscrn_circle_tr0.35_d34_rep5,0.5454,0.9160032036906856,0.91,2.201837661840736,0.0,0.0,0.0,0.0,0.25720987354690067,-0.03379521798819258,0.6589902746003379,0.607020973911146,1.3184779020406319,-0.7114569281294859
8,circle,0.35,34,6,sscrn_circle_tr0.35_d34_rep6_q8,sscrn_circle_tr0.35_d34_rep6,0.5015999999999999,0.8745065658240483,0.96,2.1887005768508883,0.0,0.0,0.0,0.0,0.256543423327955,0.0011737144786884359,0.6307636177175902,0.608384749666175,1.2919483239807141,-0.6835635743145392
8,circle,0.35,34,7,sscrn_circle_tr0.35_d34_rep7_q8,sscrn_circle_tr0.35_d34_rep7,0.44179999999999997,0.7430271719001144,0.87,1.8814213562373099,0.0,0.0,0.0,0.0,0.2494093805248387,-0.03210318384133483,0.5949751231538595,0.6006593324234851,1.2860164739320166,-0.6853571415085314
8,lemniscate,0.25,12,0,sscrn_lemniscate_tr0.25_d12_rep0_q8,sscrn_lemniscate_tr0.25_d12_rep0,0.4296,0.2564621797165869,0.43,0.2518881681795692,0.07,0.0,0.07,0.06,0.1101075095983307,0.0034388103535932537,0.1791557570597206,0.4361932106811116,0.6058555443000924,-0.16966233361898075
8,lemniscate,0.25,12,1,sscrn_lemniscate_tr0.25_d12_rep1_q8,sscrn_lemniscate_tr0.25_d12_rep1,0.43060000000000004,0.25563375259184073,0.43,0.2518881681795692,0.07,0.0,0.07,0.03,0.10994986186181918,0.004951990154608227,0.19158999493997408,0.4299756444322403,0.6337172771594215,-0.2037416327271812
8,lemniscate,0.25,12,2,sscrn_lemniscate_tr0.25_d12_rep2_q8,sscrn_lemniscate_tr0.25_d12_rep2,0.7802,2.400591010381866,0.8,2.6620101012677666,0.36,0.0,0.36,0.35,0.3945266009810174,0.007753938209906299,0.4265209853047989,1.1274181530196465,0.6066113910853902,0.5208067619342563
8,lemniscate,0.25,12,3,sscrn_lemniscate_tr0.25_d12_rep3_q8,sscrn_lemniscate_tr0.25_d12_rep3,0.7143999999999999,1.9349416454280206,0.72,2.137157287525381,0.31,0.0,0.31,0.31,0.2881682302321785,0.009365980156852586,0.3368109521382839,1.0351896361990842,0.6311575788199616,0.4040320573791226
8,lemniscate,0.25,12,4,sscrn_lemniscate_tr0.25_d12_rep4_q8,sscrn_lemniscate_tr0.25_d12_rep4,0.4364,0.28618421432764024,0.44,0.28603030380330013,0.1,0.0,0.1,0.06,0.11926169625254701,-0.0021704537426530794,0.18789921299528714,0.4614197255405083,0.6230098223061624,-0.1615900967656541
8,lemniscate,0.25,12,5,sscrn_lemniscate_tr0.25_d12_rep5_q8,sscrn_lemniscate_tr0.25_d12_rep5,0.4294,0.25549649429163773,0.43,0.2518881681795692,0.07,0.0,0.07,0.03,0.11842948024449422,0.011993123638983133,0.18645008593111084,0.45146572265934637,0.6016790447926618,-0.1502133221333154
8,lemniscate,0.25,12,6,sscrn_lemniscate_tr0.25_d12_rep6_q8,sscrn_lemniscate_tr0.25_d12_rep6,0.7190000000000001,1.9412328142525639,0.73,2.137157287525381,0.31,0.0,0.31,0.29,0.3654967487020305,0.0318163354914593,0.4204041301672235,1.02382306499015,0.6377317553910968,0.38609130959905325
8,lemniscate,0.25,12,7,sscrn_lemniscate_tr0.25_d12_rep7_q8,sscrn_lemniscate_tr0.25_d12_rep7,0.428,0.2586361912536047,0.43,0.2518881681795692,0.07,0.0,0.07,0.05,0.10942560066093304,-0.002527000350714132,0.17451122223511414,0.426850518847209,0.6247959203939601,-0.19794540154675117
8,lemniscate,0.25,34,0,sscrn_lemniscate_tr0.25_d34_rep0_q8,sscrn_lemniscate_tr0.25_d34_rep0,0.4668,0.44964291552033053,0.45,0.4674516600406096,0.11,0.0,0.11,0.1,0.4271824660882745,-0.004308105073197681,0.6220572987177513,1.2476472502284597,1.6036240569370799,-0.3559768067086202
8,lemniscate,0.25,34,1,sscrn_lemniscate_tr0.25_d34_rep1_q8,sscrn_lemniscate_tr0.25_d34_rep1,0.48560000000000003,0.44824594590066047,0.47,0.4567409819219549,0.15,0.0,0.15,0.13,0.6278874522552049,0.029808864027071367,0.6704790101304473,1.4081155034326271,1.6113784497515105,-0.2032629463188833
8,lemniscate,0.25,34,2,sscrn_lemniscate_tr0.25_d34_rep2_q8,sscrn_lemniscate_tr0.25_d34_rep2,0.5144,0.7045899284675893,0.5,0.7274516600406096,0.13,0.0,0.13,0.13,0.6768455038191513,-0.008806082912307573,0.7314448865750923,1.4164448904269704,1.5647568972431782,-0.14831200681620782
8,lemniscate,0.25,34,3,sscrn_lemniscate_tr0.25_d34_rep3_q8,sscrn_lemniscate_tr0.25_d34_rep3,0.5216000000000001,0.6480027134949752,0.52,0.6650252531694167,0.12,0.0,0.12,0.11,0.6938566924027905,-0.013387709427486802,0.7741585929010955,1.4364732131445643,1.594706106837896,-0.1582328936933317
8,lemniscate,0.25,34,4,sscrn_lemniscate_tr0.25_d34_rep4_q8,sscrn_lemniscate_tr0.25_d34_rep4,0.5102,0.5517787452855463,0.52,0.5825988462982239,0.17,0.0,0.17,0.17,0.6006204485740617,-0.014642746272166047,0.6002302536019484,1.3692520947659312,1.594300976096153,-0.22504888133022183
8,lemniscate,0.25,34,5,sscrn_lemniscate_tr0.25_d34_rep5_q8,sscrn_lemniscate_tr0.25_d34_rep5,0.47859999999999997,0.5267424104569421,0.46,0.5474516600406096,0.17,0.0,0.17,0.17,0.6421723363800965,-0.0013082611935409725,0.6700983916051658,1.4130190413044235,1.6126320304794013,-0.19961298917497783
8,lemniscate,0.25,34,6,sscrn_lemniscate_tr0.25_d34_rep6_q8,sscrn_lemniscate_tr0.25_d34_rep6,0.5014,0.5473302171481224,0.51,0.5825988462982239,0.15,0.0,0.15,0.14,0.5879094444908834,0.005984433812044124,0.7280314099963971,1.3885008913693806,1.5663337359761362,-0.17783284460675564
